work,book,line,sentence_id,verb_lemma,voice,mood,tense,sbj,obj,pnom,obliques,n_args
Iliad,1,213,2274219,πάρειμι,middle,i,f,δῶρον,σύ,,ἕνεκα:g:ὕβρις,3
Iliad,1,214,2274220,ἴσχω,medio-passive,m,p,,,,,0
Iliad,1,214,2274220a,πείθω,medio-passive,m,p,,ἐγώ,,,1
Iliad,1,215,2274221,ἀπαμείβομαι,medio-passive,p,p,,,,,0
Iliad,1,215,2274221,πρόσφημι,active,i,a,Ἀχιλλεύς,ὁ,,,2
Iliad,1,216,2274222,χρή,active,i,p,,,,,0
Iliad,1,216,2274222,ἐρύω2,middle,n,a,,ἔπος,,,1
Iliad,1,217,2274222,χολόω,medio-passive,p,r,,,,:d:θυμός,1
Iliad,1,218,2274224,ἐπιπείθομαι,medio-passive,s,p,ὅς,θεός,,,2
Iliad,1,218,2274224,κλύω,active,i,a,,αὐτός,,,1
Iliad,1,219,2274225,ἠμί,active,i,i,,,,,0
Iliad,1,219,2274225a,ἔχω,active,i,a,,χείρ,,ἐπί:d:κώπη,2
Iliad,1,220,2274225b,ὠθέω,active,i,a,,ξίφος,,εἰς:a:κολεόν,2
Iliad,1,220,2274225c,ἀπιθέω,active,i,a,,μῦθος,,,1
Iliad,1,221,2274226,βαίνω,active,i,l,ὁ,Ὄλυμπος,,εἰς:a:δῶμα;μετά:a:δαίμων,4
Iliad,1,224,2274227,προσεῖπον,active,i,a,Πηλείδης,Ἀτρείδης,,:d:ἔπος,3
Iliad,1,224,2274227a,λήγω,active,i,i,,χόλος,,,1
Iliad,1,225,2274228,ἔχω,active,p,p,,ὄμμα|καρδία,,,2
Iliad,1,226,2274228,θωρήσσω,passive,n,a,,,,εἰς:a:πόλεμος;ἅμα:d:λαός,2
Iliad,1,227,2274228,εἶμι,active,n,p,,λόχος,,σύν:d:ἀριστεύς,2
Iliad,1,228,2274228,τλάω,active,i,r,,λόχος,,εἰς:a:πόλεμος;ἅμα:d:λαός;σύν:d:ἀριστεύς;:d:θυμός,5
Iliad,1,228,2274229,εἶδον,medio-passive,i,p,ὁ,,,,1
Iliad,1,228,2274229,εἰμί,active,n,p,,,κήρ,,1
Iliad,1,229,2274230,εἰμί,active,i,p,,,λωίων,,1
Iliad,1,230,2274230,ἀφαιρέω,medio-passive,n,p,,δῶρον,,κατά:a:στρατός,2
Iliad,1,230,2274230,εἶπον,active,s,a,ὅς,,,:a:ἀντίος,2
Iliad,1,231,2274231,ἀνάσσω,active,i,p,,οὐτιδανός,,,1
Iliad,1,232,2274232,λωβάομαι,medio-passive,o,a,,,,:a:ὕστατος,1
Iliad,1,233,2274233,εἴρω2,active,i,f,,σύ,,,1
Iliad,1,233,2274233a,ὄμνυμι,middle,i,f,,ὅρκος,,,1
Iliad,1,235,2274234,φύω,active,i,f,,φύλλον|ὄζος,,,2
Iliad,1,235,2274234,λείπω,active,i,l,,τομή,,:a:πρῶτος;ἐν:d:ὄρος,3
Iliad,1,236,2274234,ἀναθηλέω,active,i,f,,,,,0
Iliad,1,236,2274235,λέπω,active,i,a,χαλκός,ἕ|φύλλον|φλοιός,,,4
Iliad,1,238,2274236,φορέω,active,i,p,υἱός,μιν,,ἐν:d:παλάμη,3
Iliad,1,239,2274236,ἐρύω2,medio-passive,i,r,ὅς,θέμις,,,2
Iliad,1,239,2274237,εἰμί,middle,i,f,ὁ,,ὅρκος,:d:σύ,3
Iliad,1,240,2274238,ἱκνέομαι,middle,i,f,ποθή,υἱός,,,2
Iliad,1,241,2274239,δύναμαι,middle,i,f,,,,,0
Iliad,1,241,2274239,ἄχνυμαι,passive,p,p,,,,,0
Iliad,1,242,2274239,χραισμέω,active,n,p,,,,,0
Iliad,1,243,2274239,θνήσκω,active,p,p,,,,,0
Iliad,1,243,2274239,πίπτω,active,s,p,πολύς,,,ὑπό:g:Ἕκτωρ,2
Iliad,1,243,2274240,ἀμύσσω,active,i,f,σύ,θυμός,,,2
Iliad,1,244,2274240,χώομαι,medio-passive,p,p,,,,,0
Iliad,1,244,2274240,τίνω,active,i,a,,ἄριστος,,:a:οὐδείς,2
Iliad,1,245,2274241,φημί,middle,i,a,,,,,0
Iliad,1,245,2274241a,βάλλω,active,i,a,,σκῆπτρον,,:d:γαῖα,2
Iliad,1,246,2274241a,πείρω,medio-passive,p,r,,,,:d:ἧλος,1
Iliad,1,246,2274241b,ἕζομαι,middle,i,i,,,,,0
Iliad,1,247,2274242,μηνίω,active,i,i,Ἀτρείδης,,,,1
Iliad,1,248,2274243,ἀνορούω,active,i,a,Νέστωρ|ἀγορητής,ὁ,,,3
Iliad,1,249,2274243,ῥέω,active,i,i,αὐδή,,,ἀπό:g:γλῶσσα,2
Iliad,1,251,2274244,φθίω,medio-passive,i,l,γενεά,,,:d:ὁ,2
Iliad,1,251,2274244,τρέφω,passive,i,a,,,,,0
Iliad,1,251,2274244,γίγνομαι,middle,i,a,,,,,0
Iliad,1,252,2274244a,ἀνάσσω,active,i,i,,,,μετά:d:τρίτατος,1
Iliad,1,253,2274245,φρονέω,active,p,p,,,,,0
Iliad,1,253,2274245,ἀγοράομαι,middle,i,a,,,,,0
Iliad,1,253,2274245,μετεῖπον,active,i,a,,,,,0
Iliad,1,254,2274246,ἱκάνω,active,i,p,πένθος,γαῖα,,,2
Iliad,1,255,2274247,γηθέω,active,o,a,Πρίαμος|παῖς,,,,2
Iliad,1,256,2274247,χαίρω,middle,o,a,Τρώς,,,:a:μέγας;:d:θυμός,3
Iliad,1,257,2274247,πυνθάνομαι,middle,o,a,,σύ|ὅδε,,,2
Iliad,1,257,2274247,μάρναμαι,medio-passive,p,p,,,,,0
Iliad,1,258,2274247,εἰμί,active,i,p,,,,,0
Iliad,1,258,2274247,μάχομαι,medio-passive,n,p,,,,,0
Iliad,1,259,2274248,πείθω,middle,m,a,,,,,0
Iliad,1,259,2274249,εἰμί,active,i,p,ἄμφω,,νέος,,2
Iliad,1,261,2274250,ὁμιλέω,active,i,a,ἐγώ,ἀνήρ,,,2
Iliad,1,261,2274250a,ἀθερίζω,active,i,i,ὁ,ἐγώ,,,2
Iliad,1,262,2274251,εἶδον,active,i,a,,,,,0
Iliad,1,262,2274251,εἶδον,medio-passive,s,a,,,,,0
Iliad,1,266,2274252,τρέφω,passive,i,a,κεῖνος,,,,1
Iliad,1,267,2274253,εἰμί,active,i,i,,,κράτιστος,,1
Iliad,1,267,2274253a,μάχομαι,medio-passive,i,i,,,,,0
Iliad,1,268,2274253b,ἀπόλλυμι,active,i,a,,,,,0
Iliad,1,269,2274254,μεθομιλέω,active,i,i,ἐγώ,ὁ,,,2
Iliad,1,269,2274254,ἔρχομαι,active,p,a,,,,,0
Iliad,1,270,2274255,καλέω,middle,i,a,,,,,0
Iliad,1,271,2274256,μάχομαι,medio-passive,i,i,ἐγώ,,,κατά:a:ἐγώ,2
Iliad,1,272,2274257,εἰμί,active,i,p,ὅς,,βροτός,,2
Iliad,1,272,2274257,μάχομαι,medio-passive,o,p,τις,κεῖνος,,,2
Iliad,1,273,2274258,συνίημι,active,i,i,,βουλή,,,1
Iliad,1,273,2274258a,πείθω,medio-passive,i,i,,μῦθος,,,1
Iliad,1,274,2274259,πείθω,middle,m,a,σύ,,,,1
Iliad,1,274,2274259,πείθω,medio-passive,n,p,,,,,0
Iliad,1,275,2274260,εἰμί,active,p,p,,,ἀγαθός,,1
Iliad,1,275,2274260,ἀφαιρέω,medio-passive,m,p,,ὅδε|κόρη,,,2
Iliad,1,276,2274260a,ἐάω,active,m,p,,,,,0
Iliad,1,276,2274260a,δίδωμι,active,i,a,υἱός,ἕ,,:a:πρῶτος,3
Iliad,1,277,2274261,ἐθέλω,active,m,p,σύ,,,,1
Iliad,1,277,2274261,ἐρίζω,active,n,p,,βασιλεύς,,,1
Iliad,1,278,2274261,μείρομαι,active,i,r,βασιλεύς,τιμή,,,2
Iliad,1,279,2274261,δίδωμι,active,i,a,Ζεύς,ὅς|κῦδος,,,3
Iliad,1,280,2274262,εἰμί,active,i,p,σύ,,καρτερός,,2
Iliad,1,280,2274262,γείνομαι,middle,i,a,θεά,σύ,,,2
Iliad,1,281,2274262,εἰμί,active,i,p,ὁ,,φέρτατος,,2
Iliad,1,281,2274262,ἀνάσσω,active,i,p,,πλείων,,,1
Iliad,1,282,2274263,παύω,active,m,p,σύ,μένος,,,2
Iliad,1,283,2274264,λίσσομαι,medio-passive,i,p,ἐγώ,Ἀχιλλεύς,,,2
Iliad,1,283,2274264,μεθίημι,active,n,a,,χόλος,,,1
Iliad,1,284,2274264,πέλω,medio-passive,i,p,ὅς,Ἀχαιός,ἕρκος,,3
Iliad,1,285,2274265,ἀπαμείβομαι,medio-passive,p,p,,,,,0
Iliad,1,285,2274265,πρόσφημι,active,i,a,Ἀγαμέμνων,ὁ,,,2
Iliad,1,286,2274266,εἶπον,active,i,a,,οὗτος,,κατά:a:μοῖρα,2
Iliad,1,287,2274267,ἐθέλω,active,i,p,,,,,0
Iliad,1,287,2274267,εἰμί,active,n,p,,ἄλλος,,,1
Iliad,1,288,2274267a,κρατέω,active,n,p,,πᾶς,,,1
Iliad,1,288,2274267a,ἐθέλω,active,i,p,,πᾶς|πᾶς|πᾶς,,,3
Iliad,1,288,2274267a,ἀνάσσω,active,n,p,,πᾶς,,,1
Iliad,1,289,2274267a,σημαίνω,active,n,p,,πᾶς,,,1
Iliad,1,289,2274267a,πείθω,middle,n,f,τις,ὅς,,,2
Iliad,1,289,2274267a,οἴομαι,active,i,p,,,,,0
Iliad,1,290,2274268,τίθημι,active,i,a,θεός,μιν,,,2
Iliad,1,290,2274268,εἰμί,active,p,p,,,,,0
Iliad,1,291,2274268,προτίθημι,active,i,p,,ἕ,,,1
Iliad,1,291,2274268,μυθέομαι,medio-passive,n,a,,ὄνειδος,,,1
Iliad,1,292,2274269,ἀμείβω,medio-passive,i,i,Ἀχιλλεύς,ὁ,,,2
Iliad,1,293,2274270,καλέω,medio-passive,o,p,,,δειλός|οὐτιδανός,,2
Iliad,1,294,2274270,ὑπείκω,middle,s,a,,σύ|ἔργον,,,2
Iliad,1,294,2274270,εἶπον,active,s,a,,ὅστις,,,1
Iliad,1,295,2274271,ἐπιτέλλω,medio-passive,m,p,,ἄλλος|οὗτος,,,2
Iliad,1,296,2274271a,σημαίνω,active,m,p,,ἐγώ,,,1
Iliad,1,296,2274272,πείθω,middle,n,f,,σύ,,,1
Iliad,1,296,2274272,οἴομαι,active,i,p,ἐγώ,,,,1
Iliad,1,297,2274273,εἴρω2,active,i,f,,ἄλλος|σύ,,,2
Iliad,1,297,2274273a,βάλλω,medio-passive,m,p,σύ,,,ἐν:d:φρήν,2
Iliad,1,298,2274274,μάχομαι,middle,i,f,ἐγώ,σύ|τις,,:d:χείρ;ἕνεκα:g:κόρη,5
Iliad,1,299,2274274,ἀφαιρέω,middle,i,a,,ἐγώ,,,1
Iliad,1,299,2274274,δίδωμι,active,p,a,,,,,0
Iliad,1,300,2274275,εἰμί,active,i,p,ὅς,ἐγώ,,παρά:d:ναῦς,3
Iliad,1,301,2274275,φέρω,active,o,p,,τις,,:g:ἀέκων,2
Iliad,1,301,2274275,ἀναιρέω,active,p,a,,,,,0
Iliad,1,302,2274276,πειράω,middle,m,a,,,,,0
Iliad,1,302,2274276,γιγνώσκω,active,s,a,ὅδε,,,,1
Iliad,1,303,2274277,ἐρωέω,active,i,f,αἷμα,,,περί:d:δόρυ,2
Iliad,1,304,2274278,μάχομαι,middle,p,a,,,,:d:ἔπος,1
Iliad,1,305,2274278,ἀνίστημι,active,i,a,ὁ,,,,1
Iliad,1,305,2274278a,λύω,active,i,a,,ἀγορά,,παρά:d:ναῦς,2
Iliad,1,307,2274279,εἶμι,active,i,i,Πηλείδης,,,,1
Iliad,1,308,2274280,προερύω,active,i,a,,ναῦς|ἅλς1,,,2
Iliad,1,309,2274280a,κρίνω,active,i,a,,ἐρέτης,,,1
Iliad,1,310,2274280b,βαίνω,active,i,a,,ἑκατόμβη|θεός,,,2
Iliad,1,311,2274280c,ἵζω,active,i,a,,Χρυσηίς,,,1
Iliad,1,311,2274280c,ἄγω,active,p,p,,,,,0
Iliad,1,311,2274281,βαίνω,active,i,a,Ὀδυσσεύς,,,,1
Iliad,1,312,2274282,ἀναβαίνω,active,p,a,,,,,0
Iliad,1,312,2274282,ἐπιπλέω,active,i,i,ὁ,κέλευθος,,,2
Iliad,1,313,2274282a,ἀπολυμαίνομαι,medio-passive,n,p,λαός,,,,1
Iliad,1,313,2274282a,ἄνωγα,active,i,r,Ἀτρείδης,,,,1
Iliad,1,314,2274283,ἀπολυμαίνομαι,medio-passive,i,i,,,,,0
Iliad,1,314,2274283a,βάλλω,active,i,i,,λῦμα,,εἰς:a:ἅλς1,2
Iliad,1,315,2274283b,ἔρδω,active,i,i,,Ἀπόλλων|ἑκατόμβη,,παρά:a:θίς,3
Iliad,1,317,2274284,ἱκνέομαι,active,i,a,κνῖσα,οὐρανός,,,2
Iliad,1,317,2274284,ἑλίσσω,medio-passive,p,p,,,,περί:d:καπνός,1
Iliad,1,318,2274285,πένομαι,medio-passive,i,i,ὁ,ὁ,,κατά:a:στρατός,3
Iliad,1,319,2274286,λήγω,active,i,i,,ἔρις,,,1
Iliad,1,319,2274286,ἐπαπειλέω,active,i,a,,ὁ|Ἀχιλλεύς,,:a:πρῶτος,3
Iliad,1,320,2274286a,προσεῖπον,active,i,a,ὁ,Ταλθύβιος|Εὐρυβάτης,,,3
Iliad,1,321,2274286a,εἰμί,active,i,i,ὁ,ἕ,κῆρυξ|θεράπων,,4
Iliad,1,322,2274287,ἔρχομαι,medio-passive,m,p,,κλισία,,,1
Iliad,1,323,2274288,αἱρέω,active,p,a,,χείρ,,,1
Iliad,1,323,2274288,ἄγω,active,n,p,,Βρισηίς,,,1
Iliad,1,324,2274289,δίδωμι,active,s,a,,,,,0
Iliad,1,324,2274289,αἱρέω,middle,s,a,ἐγώ,,,,1
Iliad,1,325,2274289,ἔρχομαι,active,p,a,,,,σύν:d:πλείων,1
Iliad,1,325,2274290,εἰμί,middle,i,f,ὁ,ἕ,ῥίγιον,,3
Iliad,1,326,2274291,εἶπον,active,p,a,,,,,0
Iliad,1,326,2274291,προίημι,active,i,i,,,,,0
Iliad,1,326,2274291a,τέλλω,active,i,i,,μῦθος,,,1
Iliad,1,327,2274292,βαίνω,active,i,a,,,,παρά:a:θίς,1
Iliad,1,328,2274292a,ἱκνέομαι,middle,i,a,,,,,0
Iliad,1,329,2274292b,εὑρίσκω,active,i,a,,ὁ,,,1
Iliad,1,330,2274292b,ἧμαι,medio-passive,p,r,,,,,0
Iliad,1,330,2274293,εἶδον,active,p,a,,ὁ,,,1
Iliad,1,330,2274293,γηθέω,active,i,a,Ἀχιλλεύς,,,,1
Iliad,1,331,2274294,ταρβέω,active,p,a,,,,,0
Iliad,1,331,2274294,αἰδέομαι,medio-passive,p,p,,βασιλεύς,,,1
Iliad,1,332,2274294,ἵστημι,active,i,a,,,,,0
Iliad,1,332,2274294a,προσφωνέω,active,i,i,,,,,0
Iliad,1,332,2274294b,ἔρομαι,medio-passive,i,i,,,,,0
Iliad,1,333,2274295,γιγνώσκω,active,i,a,,,,ἐν:d:φρήν,1
Iliad,1,333,2274295a,φωνέω,active,i,a,,,,,0
Iliad,1,334,2274296,χαίρω,active,m,p,,,,,0
Iliad,1,335,2274296a,εἶμι,active,m,p,,,,,0
Iliad,1,336,2274297,προίημι,active,i,i,ὁ,σύ,,ἕνεκα:g:κόρη,3
Iliad,1,337,2274298,ἐξάγω,active,m,p,,κόρη,,,1
Iliad,1,338,2274298a,δίδωμι,active,m,a,,σφεῖς,,,1
Iliad,1,338,2274298a,ἄγω,active,n,p,,,,,0
Iliad,1,338,2274299,εἰμί,active,m,p,ὁ,,μάρτυρος,πρός:g:θεός;πρός:g:ἄνθρωπος;πρός:g:βασιλεύς,5
Iliad,1,341,2274299,γίγνομαι,middle,s,a,χρεώ,,,,1
Iliad,1,341,2274299,ἀμύνω,active,n,a,,λοιγός|ἄλλος,,,2
Iliad,1,342,2274300,θύω,active,i,p,,,,:d:φρήν,1
Iliad,1,343,2274300a,οἶδα,active,i,r,,,,:a:τις,1
Iliad,1,343,2274300a,νοέω,active,n,a,,,,,0
Iliad,1,344,2274300a,μάχομαι,medio-passive,o,p,Ἀχαιός,,,παρά:d:ναῦς,2
Iliad,1,345,2274301,φημί,middle,i,a,,,,,0
Iliad,1,345,2274301a,ἐπιπείθομαι,medio-passive,i,i,Πάτροκλος,ἑταῖρος,,,2
Iliad,1,346,2274301b,ἄγω,active,i,a,,Βρισηίς,,ἐκ:g:κλισία,2
Iliad,1,347,2274301c,δίδωμι,active,i,a,,,,,0
Iliad,1,347,2274301c,ἄγω,active,n,p,,,,,0
Iliad,1,347,2274302,εἶμι,active,i,i,ὁ,,,παρά:a:ναῦς,2
Iliad,1,348,2274303,κίω,active,i,i,γυνή,,,ἅμα:d:ὁ,2
Iliad,1,349,2274304,δακρύω,active,p,a,,,,,0
Iliad,1,349,2274304,ἕζομαι,middle,i,i,Ἀχιλλεύς,,,ἐπί:a:θίς,2
Iliad,1,349,2274304,λιάζομαι,medio-passive,p,a,,,,νόσφι:g:ἑταῖρος,1
Iliad,1,350,2274304,ὁράω,active,p,p,,,,ἐπί:a:πόντος,1
Iliad,1,351,2274305,ἀράομαι,middle,i,a,,μήτηρ,,:a:πολύς,2
Iliad,1,351,2274305,ὀρέγνυμι,active,p,p,,χείρ,,,1
Iliad,1,352,2274306,τίκτω,active,i,a,,ἐγώ,,,1
Iliad,1,352,2274306,εἰμί,active,p,p,,,μινυνθάδιος,,1
Iliad,1,353,2274306,ὀφέλλω,active,i,i,Ζεύς,,,,1
Iliad,1,353,2274306,ἐγγυαλίζω,active,n,a,,τιμή|ἐγώ,,,2
Iliad,1,354,2274307,τίνω,active,i,a,,ἐγώ,,:a:τυτθός,2
Iliad,1,356,2274308,ἀτιμάω,active,i,a,Ἀγαμέμνων,ἐγώ,,,2
Iliad,1,356,2274309,αἱρέω,active,p,a,,,,,0
Iliad,1,356,2274309,ἔχω,active,i,p,,γέρας,,,1
Iliad,1,356,2274309,ἀπαυράω,active,p,a,,,,,0
Iliad,1,357,2274310,φημί,middle,i,a,,,,,0
Iliad,1,357,2274310,χέω,active,p,p,,δάκρυ,,,1
Iliad,1,357,2274310a,κλύω,active,i,i,μήτηρ,ὁ,,,2
Iliad,1,358,2274310a,ἧμαι,medio-passive,p,r,,,,ἐν:d:βένθος;παρά:d:πατήρ,2
Iliad,1,359,2274311,ἀναδύνω,active,i,a,,ἅλς1,,,1
Iliad,1,360,2274311a,καθέζομαι,active,i,i,,,,πάροιθε:g:αὐτός,1
Iliad,1,360,2274311a,χέω,active,p,p,,δάκρυ,,,1
Iliad,1,361,2274311a,καταρρέζω,active,i,a,,μιν,,:d:χείρ,2
Iliad,1,361,2274311a,φημί,medio-passive,i,i,,ἔπος,,,1
Iliad,1,361,2274311a,ὀνομάζω,active,i,i,,,,,0
Iliad,1,362,2274312,κλαίω,active,i,p,,,,:a:τίς,1
Iliad,1,362,2274313,ἱκνέομαι,middle,i,a,πένθος,σύ|φρήν,,,3
Iliad,1,363,2274314,ἐξαυδάω,active,m,p,,,,,0
Iliad,1,363,2274314,κεύθω,active,m,p,,,,:d:νόος,1
Iliad,1,363,2274314,οἶδα,active,s,r,ἄμφω,,,,1
Iliad,1,364,2274315,στενάχω,active,p,p,,,,:a:βαρύς,1
Iliad,1,364,2274315,πρόσφημι,active,i,a,Ἀχιλλεύς,ὁ,,,2
Iliad,1,365,2274316,οἶδα,active,i,r,,,,,0
Iliad,1,365,2274317,οἶδα,active,p,r,,,,,0
Iliad,1,365,2274317,ἀγορεύω,active,s,p,,σύ|οὗτος,,:a:τις,3
Iliad,1,366,2274318,οἴχομαι,medio-passive,i,i,,,,,0
Iliad,1,367,2274318a,διαπέρθω,active,i,a,,ὁ,,,1
Iliad,1,367,2274318a,ἄγω,active,i,i,,πᾶς,,,1
Iliad,1,368,2274319,δατέομαι,middle,i,a,,ὁ,,μετά:d:σφεῖς,2
Iliad,1,369,2274319a,αἱρέω,active,i,a,,Ἀτρείδης|Χρυσηίς,,,2
Iliad,1,371,2274320,ἔρχομαι,active,i,a,,,,ἐπί:a:ναῦς,1
Iliad,1,372,2274320,λύω,middle,p,f,,θυγάτηρ,,,1
Iliad,1,372,2274320,φέρω,active,p,p,,ἄποινα,,,1
Iliad,1,373,2274320,ἔχω,active,p,p,,στέμμα,,ἐν:d:χείρ;ἀνά:d:σκῆπτρον,3
Iliad,1,374,2274320a,λίσσομαι,medio-passive,i,i,,Ἀχαιός|Ἀτρείδης|κοσμήτωρ,,,3
Iliad,1,376,2274321,ἐπευφημέω,active,i,a,Ἀχαιός,ἱερεύς|ἄποινα,,,3
Iliad,1,377,2274321,αἰδέομαι,medio-passive,n,p,,ἱερεύς,,,1
Iliad,1,377,2274321,δέχομαι,middle,n,a,,ἄποινα,,,1
Iliad,1,378,2274322,ἁνδάνω,active,i,i,,Ἀγαμέμνων,,:d:θυμός,2
Iliad,1,379,2274322a,ἀφίημι,active,i,i,,,,,0
Iliad,1,379,2274322b,τέλλω,active,i,i,,μῦθος,,,1
Iliad,1,380,2274323,χώομαι,medio-passive,p,p,,,,,0
Iliad,1,380,2274323,οἴχομαι,medio-passive,i,i,γέρων,,,,1
Iliad,1,381,2274324,εὔχομαι,middle,p,a,,,,,0
Iliad,1,381,2274324,ἀκούω,active,i,a,,ὁ,,,1
Iliad,1,381,2274324,εἰμί,active,i,i,,ἕ,φίλος,,2
Iliad,1,382,2274324a,ἵημι,active,i,a,,βέλος,,ἐπί:d:Ἀργεῖος,2
Iliad,1,383,2274325,θνήσκω,active,i,i,λαός,,,,1
Iliad,1,383,2274325a,ἐποίχομαι,medio-passive,i,i,κῆλον,,,ἀνά:a:στρατός,2
Iliad,1,385,2274326,οἶδα,active,p,r,,,,,0
Iliad,1,385,2274326,ἀγορεύω,active,i,i,μάντις,ἐγώ|θεοπροπία,,,3
Iliad,1,386,2274327,κέλομαι,medio-passive,i,i,ἐγώ,,,,1
Iliad,1,386,2274327,ἱλάσκομαι,medio-passive,n,p,,θεός,,,1
Iliad,1,387,2274328,λαμβάνω,active,i,a,χόλος,Ἀτρεΐων,,,2
Iliad,1,387,2274328a,ἀνίστημι,active,p,a,,,,,0
Iliad,1,388,2274328a,ἀπειλέω,active,i,a,,μῦθος,,,1
Iliad,1,388,2274328a,τελέω,medio-passive,p,r,,,,,0
Iliad,1,388,2274328a,εἰμί,active,i,p,ὁ,,,,1
Iliad,1,390,2274329,πέμπω,active,i,p,,ὁ,,σύν:d:ναῦς;εἰς:a:Χρύσης,3
Iliad,1,390,2274329a,ἄγω,active,i,p,,δῶρον|ἄναξ,,,2
Iliad,1,391,2274330,βαίνω,active,i,a,κῆρυξ,ὁ|κόρη,,:a:νέος,4
Iliad,1,391,2274330,ἄγω,active,p,p,,,,,0
Iliad,1,392,2274330,δίδωμι,active,i,a,υἱός,ὁ|ἐγώ,,,3
Iliad,1,393,2274331,δύναμαι,medio-passive,i,p,,,,,0
Iliad,1,393,2274331,περιέχω,middle,m,a,σύ,παῖς,,,2
Iliad,1,394,2274332,ἔρχομαι,active,p,a,,,,δέ:a:Ὄλυμπος,1
Iliad,1,394,2274332,λίσσομαι,middle,m,a,,Ζεύς,,,1
Iliad,1,395,2274332,ὀνίνημι,active,i,a,,καρδία,,:a:τις;:d:ἔπος;:d:ἔργον,4
Iliad,1,396,2274333,ἀκούω,active,i,a,,σύ,,ἐν:d:μέγαρον,2
Iliad,1,397,2274333,εὔχομαι,medio-passive,p,p,,,,,0
Iliad,1,397,2274333,φημί,active,i,a,,,,,0
Iliad,1,398,2274333,ἀμύνω,active,n,a,,Κρονίων|λοιγός,,,2
Iliad,1,399,2274333,συνδέω,active,n,a,,μιν,,,1
Iliad,1,399,2274333,ἐθέλω,active,i,i,Ὀλύμπιος|Ἥρα|Ποσειδεών|Ἀθήνη,,,,4
Iliad,1,401,2274334,ἔρχομαι,active,p,a,,,,,0
Iliad,1,401,2274334,ὑπολύω,middle,i,a,σύ,ὁ|δεσμός,,,3
Iliad,1,402,2274334,καλέω,active,p,a,,ἑκατόγχειρος,,εἰς:a:Ὄλυμπος,2
Iliad,1,403,2274334,καλέω,active,i,p,θεός,,,,1
Iliad,1,405,2274335,καθέζομαι,middle,i,a,ὅς,,,παρά:d:Κρονίων,2
Iliad,1,405,2274335,γαίω,active,p,p,,,,:d:κῦδος,1
Iliad,1,406,2274336,ὑποδείδω,active,i,a,,ὁ,,,1
Iliad,1,406,2274336a,δέω,active,i,a,,,,,0
Iliad,1,407,2274337,μιμνήσκω,active,p,a,,ὁ|μιν,,,2
Iliad,1,407,2274337,παρέζομαι,medio-passive,m,p,,,,,0
Iliad,1,407,2274337,λαμβάνω,active,m,a,,γόνυ,,,1
Iliad,1,408,2274337,ἐθέλω,active,s,p,,Τρώς|Ἀχαιός,,κατά:a:πρύμνα;ἀμφί:a:ἅλς1,4
Iliad,1,408,2274337,ἀρήγω,active,n,a,,Τρώς,,,1
Iliad,1,409,2274337,εἴλω,active,n,a,,Ἀχαιός,,κατά:a:πρύμνα;ἀμφί:a:ἅλς1,3
Iliad,1,410,2274337,κτείνω,medio-passive,p,p,,,,,0
Iliad,1,410,2274337,ἐπαυρέω,middle,s,a,πᾶς,βασιλεύς,,,2
Iliad,1,411,2274337,γιγνώσκω,active,s,a,Ἀγαμέμνων,ἄτη,,,2
Iliad,1,412,2274337,τίνω,active,i,a,,ἄριστος,,:a:οὐδείς,2
Iliad,1,413,2274338,ἀμείβω,medio-passive,i,i,Θέτις,ὁ,,,2
Iliad,1,413,2274338,χέω,active,p,p,,δάκρυ,,,1
Iliad,1,414,2274339,τρέφω,active,i,i,,σύ,,:a:τίς,2
Iliad,1,414,2274339,τίκτω,active,p,a,,,,:a:αἰνός,1
Iliad,1,415,2274340,ὀφείλω,active,i,a,,,,,0
Iliad,1,416,2274340,ἧμαι,medio-passive,n,r,,,,παρά:d:ναῦς,1
Iliad,1,418,2274341,πέλω,medio-passive,i,a,,,ὠκύμορος|ὀιζυρός,περί:g:πᾶς,3
Iliad,1,418,2274342,τίκτω,active,i,a,,σύ,,:d:αἶσα;ἐν:d:μέγαρον,3
Iliad,1,419,2274343,εἴρω2,active,p,f,,ἔπος|Ζεύς,,:d:σύ,3
Iliad,1,420,2274343,εἶμι,active,i,p,,,,πρός:a:Ὄλυμπος,1
Iliad,1,420,2274343,πείθω,medio-passive,s,a,,,,,0
Iliad,1,421,2274344,πάρημαι,medio-passive,p,p,,,,:d:ναῦς,1
Iliad,1,422,2274344,μηνίω,active,m,p,σύ,Ἀχαιός,,,2
Iliad,1,422,2274344a,ἀποπαύω,medio-passive,m,p,,πόλεμος,,,1
Iliad,1,424,2274345,βαίνω,active,i,a,Ζεύς,,,εἰς:a:Ὠκεανός;μετά:a:Αἰθίοψ;κατά:a:δαίς1,4
Iliad,1,424,2274345a,ἕπομαι,medio-passive,i,i,θεός,,,,1
Iliad,1,425,2274346,ἔρχομαι,middle,i,f,,Ὄλυμπος,,:d:δωδέκατος,2
Iliad,1,426,2274346a,εἶμι,active,i,p,,,,πρός:a:δῶμα,1
Iliad,1,427,2274346b,γουνάζομαι,medio-passive,i,f,,μιν,,,1
Iliad,1,427,2274346c,πείθω,middle,n,f,μιν,,,,1
Iliad,1,427,2274346c,οἴομαι,active,i,p,,,,,0
Iliad,1,428,2274347,φωνέω,active,p,a,,,,,0
Iliad,1,428,2274347,ἀποβαίνω,middle,i,a,,,,,0
Iliad,1,428,2274347a,λείπω,active,i,a,,ὁ,,,1
