lemma,frequency,gloss_source,gloss,hdbscan_cluster,hdbscan_label,ward_12,ward_12_label,ward_25,ward_25_label,ward_50,ward_50_label,ward_100,ward_100_label
δοιώ,7,agwn,a set of two similar things considered as a unit,69,"like, equal, age, resembling",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",46,"rejoice, care, heed, counsel",92,"dwell, set, situated, devise"
αὐδήεις,7,lsj,speaking with human voice; using human speech; vocal; rumour,41,"voice, sound, speech, hear",12,"shout, speak, rouse, speech",25,"speak, speech, voice, address",50,"speak, speech, voice, address",100,"speech, voice, speak, clear"
δίνη,7,lsj,"whirlpool, eddy; rotating heaven; whirlwind; circular motion, rotation",107,"round, turn, circle, wheel",6,"wind, water, pour, sea",14,"wind, sea, stream, water",23,"wind, storm, breeze, wintry",46,"wind, storm, wintry, hurricane"
οἴκτιστος,7,lsj,"most pitiable, lamentable",79,"grieving, distressed, wretched, pity",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",42,"wound, cut, tears, toil",81,"toil, tears, pain, distressed"
ἕσπερος,7,lsj,at evening; evening; of darkness; eventide,8,"day, light, morning, early",5,"day, funeral, black, cloud",12,"funeral, long, day, time",19,"long, day, time, morning",39,"day, morning, dawn, early"
ἀμφαφάω,7,lsj,touch; feel all round; by feeling; handle,-1,(outlier),3,"meet, bind, round, stretch",7,"round, stretch, straight, turn",8,"round, straight, stretch, turn",19,"straight, right, hand, opposite"
κομιδή,7,lsj,"attendance, care; care bestowed on horses; care bestowed on men; care bestowed on",6,"care, heed, bestowed, busy oneself",1,"son, chariot, lord, old",4,"chariot, lord, guest, master",4,"guest, slave, serve, banquet",10,"slave, mistress, care, queen"
ὑπολείπω,7,lsj,"leave remaining; leave; fail; fail, fall short",84,"leave, retire, gone, withdraw",8,"flee, pass, away, drive",18,"flee, fear, away, hold",31,"hold, leave, stay, retire",62,"leave, retire, away, ward"
κλαυθμός,7,agwn,"the process of shedding tears (usually accompanied by sobs or other inarticulate sounds); ""I hate to hear a child crying",54,"tears, accompanied, sobs inarticulate, inarticulate sounds",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",42,"wound, cut, tears, toil",81,"toil, tears, pain, distressed"
τρύχω,7,lsj,"wear out, waste, consume; to eat; out of house and home; get the better of, cure",63,"eat, devour, food, meal",6,"wind, water, pour, sea",13,"pour, wash, oil, breathe",21,"wash, oil, salt, raw",43,"wash, oil, salt, raw"
τέγος,7,lsj,roof; roof!; covered hall; chamber,-1,(outlier),2,"chamber, sleep, sit, bed",6,"chamber, house, ground, inner",7,"chamber, house, ground, mountain",18,"house, chamber, wall, court"
σπεῖρον,7,lsj,piece of cloth; cloth; wraps; cerecloth,114,"garment, cloth, skin, cloak",4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",13,"helmet, hair, head, cloth",29,"cloth, garment, skin, cloak"
εὐδείελος,7,lsj,"clear, distinct; farseen; open to the sun, sunny",7,"bright, light, kindle, star",5,"day, funeral, black, cloud",11,"black, dark, bright, shine",18,"black, dark, bright, shine",37,"black, dark, bright, light"
φώκη,7,lsj,seal; Phoca monachus,142,"thracian, scylla seal, monachus calchas, calypso icarian",1,"son, chariot, lord, old",1,"troy, athens, trojan, phthia",1,"troy, trojan, athens, thebes",3,"phthia, lesbos, hang, club"
βυσσοδομεύω,7,lsj,"build in the deep; brood over; in the depth of oneʼs soul, ponder deeply; secret designs",116,"earth, ground, surface, deep",3,"meet, bind, round, stretch",8,"meet, bind, ready, gather",9,"bind, ready, fast, make",23,"ready, bind, fast, make"
τρόπις,7,lsj,shipʼs keel; ship; keels,131,"sail, ship, sea, float",6,"wind, water, pour, sea",14,"wind, sea, stream, water",24,"sea, stream, wine, water",47,"sea, sail, strait, ship"
ἀσπαστός,7,lsj,welcome; to be welcomed,112,"glad, welcome, lovely, beautiful",9,"desire, noble, strength, easy",19,"desire, wish, love, want",34,"love, heart, sweet, warm",67,"sweet, warm, glad, delight"
πεῖσμα,7,lsj,shipʼs cable; stern-cable; tie; reins,-1,(outlier),4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",11,"breast, thigh, knee, arm",26,"breast, thigh, knee, arm"
τοξάζομαι,7,lsj,shoot with a bow; shoot at,77,"arrow, bow, javelin, shoot",4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",12,"spear, arrow, sword, girdle",27,"arrow, bow, shoot, sagitta"
ἔμπλεος,7,lsj,"quite full of; in full measure, complete",29,"pour, filled, spread, fish",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",35,"like, resembling, mighty, sort",69,"great, mighty, sort, exceedingly"
κλείω,7,lsj,"shut, close, bar; barred; shot; shut up, close, block up",-1,(outlier),8,"flee, pass, away, drive",17,"pass, lead, come, throw",30,"pass, lead, come, throw",60,"lead, end, shut, fulfil"
ἀπονοστέω,6,lsj,"return, come home; when he returns from",43,"return, backwards, rear, home",7,"come, return, near, arrive",16,"come, return, hither, arrive",27,"return, time, fifth, backwards",52,"return, backwards, anew, come home"
Κάλχας,6,lsj,Calchas,142,"thracian, scylla seal, monachus calchas, calypso icarian",1,"son, chariot, lord, old",1,"troy, athens, trojan, phthia",1,"troy, trojan, athens, thebes",3,"phthia, lesbos, hang, club"
κλέπτω,6,lsj,clèpere; hlifan; hliftus; steal,-1,(outlier),3,"meet, bind, round, stretch",7,"round, stretch, straight, turn",8,"round, straight, stretch, turn",22,"draw, raise, drag, stand"
κυνώπης,6,lsj,dog-eyed; shameless one,23,"eye, face, roots, round",4,"spear, bronze, eat, silver",10,"eat, tree, heracles, meal",15,"heracles, bird, fish, fly",34,"heracles, bird, fish, fly"
ἀλεγίζω,6,lsj,"trouble oneself about; care for, mind, heed",6,"care, heed, bestowed, busy oneself",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",46,"rejoice, care, heed, counsel",89,"care, rejoice, heed, attempt"
οὐτιδανός,6,lsj,"of no account, worthless; reckless; quid; cid",111,"hateful, hated, ruthless, terrible",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",40,"vain, unceasing, unbroken, fruitless",77,"vain, unceasing, unbroken, unharmed"
συμμαχέω,6,lsj,"to be an ally, to be in alliance; join; in war; help, succour",-1,(outlier),11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",46,"rejoice, care, heed, counsel",89,"care, rejoice, heed, attempt"
ὑψιβρεμέτης,6,lsj,high-thundering,-1,(outlier),12,"shout, speak, rouse, speech",24,"shout, lament, wail, loud",49,"shout, lament, wail, loud",97,"loud, laugh, crash, sound"
ὑπολύω,6,lsj,loosen beneath; below; made; give way under him,93,"set, beneath, lowest, high",7,"come, return, near, arrive",15,"near, nigh, far, hand",25,"beneath, lowest, hindmost, atop",49,"beneath, lowest, high, aloft"
χαλκοβατής,6,lsj,"standing on bronze, with brazen base; with floor of bronze",0,"bronze, silver, copper, metal",4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",14,"bronze, silver, hollow, gold",31,"bronze, silver, gold, copper"
γουνάζομαι,6,lsj,"clasp; knees; implore, entreat; implore",138,"shoulder, thigh, limb, ankle",4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",11,"breast, thigh, knee, arm",26,"breast, thigh, knee, arm"
ὅρμος,6,lsj,"cord, chain; necklace, collar; anything strung like a necklace, wreath, chaplet; a string",141,"strap, cord, thong, bar",4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",12,"spear, arrow, sword, girdle",28,"spear, sword, girdle, belt"
ἐπικραίνω,6,lsj,"bring to pass, accomplish; may; fulfil; fulfilled",102,"accomplish, fulfil, pass, perform",8,"flee, pass, away, drive",17,"pass, lead, come, throw",30,"pass, lead, come, throw",60,"lead, end, shut, fulfil"
μῆρα,6,agwn,to kill as a sacrifice by fire,74,"slay, slaughter, kill, sacrifice",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",39,"slay, kill, destroy, waste",76,"slay, slaughter, kill, sacrifice"
περιφραδής,6,lsj,"very thoughtful, very skilful",-1,(outlier),9,"desire, noble, strength, easy",20,"noble, strength, swift, little",37,"noble, wrought, glorious, splendid",72,"noble, wrought, glorious, splendid"
κερτόμιος,6,lsj,"mocking, taunting",-1,(outlier),4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",14,"bronze, silver, hollow, gold",33,"lycia, stone, grind, goblet"
παρεῖπον,6,lsj,"talk over, win over; by thy persuasions; give; advice",75,"persuade, assent, refuse, appease",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",45,"pray, oath, herald, command",88,"pray, oath, herald, command"
ἐπιγνάμπτω,6,lsj,"curve; bend; bow, bend to oneʼs purpose",106,"stretch, bend, curved, tight",3,"meet, bind, round, stretch",7,"round, stretch, straight, turn",8,"round, straight, stretch, turn",20,"bend, curved, twisted, stretch"
παράφημι,6,lsj,"speak gently to, advise; persuade, appease; speak deceitfully; insincerely",75,"persuade, assent, refuse, appease",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",45,"pray, oath, herald, command",88,"pray, oath, herald, command"
ταράσσω,6,lsj,"stir, trouble; troubling; mix; to wag",94,"stir, rouse, urge, excite",3,"meet, bind, round, stretch",8,"meet, bind, ready, gather",10,"meet, gather, pick, assembly",24,"mix, equal, alike, separate"
βάσκω,6,lsj,speed thee! away!; come!,-1,(outlier),9,"desire, noble, strength, easy",20,"noble, strength, swift, little",36,"swift, little, haste, eager",70,"swift, haste, eager, quick"
ὀρθόω,6,lsj,"set straight; set upright, set up; raise up; raise up, rebuild",103,"raise, lean, inclining, make stand",3,"meet, bind, round, stretch",7,"round, stretch, straight, turn",8,"round, straight, stretch, turn",22,"draw, raise, drag, stand"
ἄγχιστος,6,lsj,nearest; ever nigh; most nearly; next to,44,"near, nigh, hand, hard",7,"come, return, near, arrive",15,"near, nigh, far, hand",26,"near, far, nigh, hand",51,"near, nigh, hand, close"
ἐαρινός,6,lsj,of spring; springtime; apricots; in spring-time,-1,(outlier),5,"day, funeral, black, cloud",12,"funeral, long, day, time",19,"long, day, time, morning",39,"day, morning, dawn, early"
ἀριθμέω,6,lsj,"number, count, reckon up; counted; after numbering; stopped to count",-1,(outlier),11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",43,"know, appear, perceive, look",84,"watch, count, sum, visit"
Εὖρος,6,lsj,the East wind; parching,18,"wind, cloud, mist, stormy",6,"wind, water, pour, sea",14,"wind, sea, stream, water",23,"wind, storm, breeze, wintry",46,"wind, storm, wintry, hurricane"
ἱδρύω,6,lsj,"make to sit down, seat; encamped; to be seated, sit still; lie encamped",127,"sit, seat, chair, place",2,"chamber, sleep, sit, bed",5,"sleep, sit, seat, bed",6,"sleep, sit, seat, bed",14,"sit, seat, chair, throne"
ἔλεγχος,6,lsj,"reproach, disgrace, dishonour; reproaches",97,"reproach, disgrace, reproof, rebuke",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",41,"destiny, dishonour, wretched, hateful",78,"dishonour, pity, disgrace, reproach"
ἀπομόργνυμι,6,lsj,wipe off; away from; wipe off from oneself; wiped away his,-1,(outlier),6,"wind, water, pour, sea",13,"pour, wash, oil, breathe",21,"wash, oil, salt, raw",43,"wash, oil, salt, raw"
ἐλεγχής,6,lsj,worthy of reproof; cowardly; reproachful,97,"reproach, disgrace, reproof, rebuke",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",41,"destiny, dishonour, wretched, hateful",78,"dishonour, pity, disgrace, reproach"
τρίζω,6,lsj,utter a shrill cry; creaked; crepitates; grinds,-1,(outlier),12,"shout, speak, rouse, speech",24,"shout, lament, wail, loud",49,"shout, lament, wail, loud",98,"shout, lament, wail, shriek"
προβλής,6,lsj,"thrown forward, jutting out; forelands, headlands",133,"banks, shore, dyke, headland",2,"chamber, sleep, sit, bed",6,"chamber, house, ground, inner",7,"chamber, house, ground, mountain",17,"peak, mountain, hill, headland"
ῥωγαλέος,6,lsj,"broken, cleft; torn, ragged",47,"break, shiver, broken, shrink",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",42,"wound, cut, tears, toil",80,"wound, cut, strip, blood"
διασεύομαι,6,lsj,dart through,118,"fly, winged, dart, riot",12,"shout, speak, rouse, speech",23,"rouse, stir, anger, fight",48,"rouse, stir, dance, song",95,"spring, dart, rush, leap"
ἀνθεμόεις,6,lsj,flowery; adorned with flowers; embroidered,21,"golden, robe, flowers, soft",4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",13,"helmet, hair, head, cloth",29,"cloth, garment, skin, cloak"
μυῖα,6,lsj,"fly; carrion-fly, bluebottle; gall-insect; a fly",118,"fly, winged, dart, riot",4,"spear, bronze, eat, silver",10,"eat, tree, heracles, meal",15,"heracles, bird, fish, fly",34,"heracles, bird, fish, fly"
ἄγγος,6,lsj,"vessel; vat; pitcher; bucket, pail",-1,(outlier),4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",14,"bronze, silver, hollow, gold",33,"lycia, stone, grind, goblet"
ζώνη,6,lsj,"belt, girdle; the lower girdle worn by women; above the hips; girdle",-1,(outlier),4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",12,"spear, arrow, sword, girdle",28,"spear, sword, girdle, belt"
πηγή,6,lsj,"running water; streams; water; fount, source",38,"stream, water, river, spring",6,"wind, water, pour, sea",14,"wind, sea, stream, water",24,"sea, stream, wine, water",48,"stream, wine, water, drink"
Ἀθηναῖος,6,lsj,Athenian,143,"troy, athens, trojan, greece",1,"son, chariot, lord, old",1,"troy, athens, trojan, phthia",1,"troy, trojan, athens, thebes",1,"troy, trojan, athens, thebes"
ἐκλανθάνω,6,lsj,escape notice utterly; forget utterly; forgettest; entirely,61,"flee, escape, avoid, shun",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",46,"rejoice, care, heed, counsel",89,"care, rejoice, heed, attempt"
Κεφαλλήν,6,lsj,Cephallenian; Cephallenia,-1,(outlier),1,"son, chariot, lord, old",1,"troy, athens, trojan, phthia",1,"troy, trojan, athens, thebes",3,"phthia, lesbos, hang, club"
Σάμος,6,lsj,Samos; a height,5,"high, lofty, height, feet",1,"son, chariot, lord, old",1,"troy, athens, trojan, phthia",1,"troy, trojan, athens, thebes",3,"phthia, lesbos, hang, club"
εὔπηκτος,6,lsj,"well put together, well-built; well-moulded, compact; firm; easily congealed",73,"wrought, good dwell, poised, built",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",36,"swift, little, haste, eager",71,"little, softly, firm, small"
Δημήτηρ,6,lsj,Aus Lydien; Griechische Dialekte; Demeter; h.Cer,1,"memnonion, du, des, grecs",1,"son, chariot, lord, old",1,"troy, athens, trojan, phthia",1,"troy, trojan, athens, thebes",3,"phthia, lesbos, hang, club"
Πρωτεσίλαος,6,lsj,First of the people; first; his monument; his festival,26,"honour, wonder, reverence, glory",1,"son, chariot, lord, old",3,"divine, honour, zeus, wonder",3,"divine, honour, zeus, god",8,"honour, wonder, reverence, gift"
αὐτοκασίγνητος,6,lsj,own brother,124,"brother, sister, law, cousin",1,"son, chariot, lord, old",2,"old, mother, son, wife",2,"old, son, mother, wife",4,"wife, sister, brother, marry"
ὀλοόφρων,6,lsj,"meaning mischief, baleful; crafty, sagacious",-1,(outlier),9,"desire, noble, strength, easy",20,"noble, strength, swift, little",37,"noble, wrought, glorious, splendid",72,"noble, wrought, glorious, splendid"
ἰατήρ,6,lsj,surgeon; healer; deliverer,-1,(outlier),1,"son, chariot, lord, old",4,"chariot, lord, guest, master",4,"guest, slave, serve, banquet",10,"slave, mistress, care, queen"
Στύξ,6,lsj,"the Styx; the Hateful; a well of fatal coldness in Arcadia; monster, reptile",135,"herd, serpent, boar, wolf",4,"spear, bronze, eat, silver",10,"eat, tree, heracles, meal",15,"heracles, bird, fish, fly",34,"heracles, bird, fish, fly"
δίσκος,6,lsj,"quoit; quoitʼs; anything quoit-shaped; dish, trencher",-1,(outlier),4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",14,"bronze, silver, hollow, gold",32,"hollow, shape, form, hewn"
ἐρέπτομαι,6,lsj,feed on; feeding on; eat,63,"eat, devour, food, meal",4,"spear, bronze, eat, silver",10,"eat, tree, heracles, meal",16,"eat, meal, food, devour",35,"eat, food, meal, devour"
προκαλίζομαι,6,lsj,"call forth, challenge, defy; challenge",-1,(outlier),12,"shout, speak, rouse, speech",23,"rouse, stir, anger, fight",47,"fight, quarrel, anger, battle",93,"fight, battle, quarrel, anger"
βίβημι,6,lsj,to stride,117,"leap, rush, run, chase",8,"flee, pass, away, drive",17,"pass, lead, come, throw",30,"pass, lead, come, throw",57,"drive, pass, rush, path"
ἄπιστος,6,lsj,"not to be trusted; not trusty, faithless; mistrusted; untrustworthy, groundless",90,"true, trusty, truth, cheat",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",46,"rejoice, care, heed, counsel",90,"trusty, cheat, truth, trusted"
ἄριστον,6,lsj,"morning meal, breakfast; breakfast; luncheon; air",63,"eat, devour, food, meal",4,"spear, bronze, eat, silver",10,"eat, tree, heracles, meal",16,"eat, meal, food, devour",35,"eat, food, meal, devour"
πολύδακρυς,6,agwn,"the process of shedding tears (usually accompanied by sobs or other inarticulate sounds); ""I hate to hear a child crying",54,"tears, accompanied, sobs inarticulate, inarticulate sounds",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",42,"wound, cut, tears, toil",81,"toil, tears, pain, distressed"
ἀργεννός,6,lsj,white,-1,(outlier),4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",14,"bronze, silver, hollow, gold",33,"lycia, stone, grind, goblet"
ὤψ,6,lsj,"eye, face, countenance; the face; face",23,"eye, face, roots, round",4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",13,"helmet, hair, head, cloth",30,"hair, helmet, head, face"
δαήρ,6,lsj,"Aus Lydien; husbandʼs brother, brother-in-law; devár; dieveȓs",124,"brother, sister, law, cousin",1,"son, chariot, lord, old",1,"troy, athens, trojan, phthia",1,"troy, trojan, athens, thebes",3,"phthia, lesbos, hang, club"
κραναός,6,lsj,"rocky, rugged; the people of Attica; hard; stinging",-1,(outlier),2,"chamber, sleep, sit, bed",6,"chamber, house, ground, inner",7,"chamber, house, ground, mountain",17,"peak, mountain, hill, headland"
ἵππουρις,6,lsj,"horse-tailed, decked with a horse-tail; horse-tail; Satyrʼs tail; horse-tail, Equisetum silvaticum",-1,(outlier),4,"spear, bronze, eat, silver",10,"eat, tree, heracles, meal",15,"heracles, bird, fish, fly",34,"heracles, bird, fish, fly"
θάμβος,6,lsj,amazement; terrors; object of wonder,35,"fear, alarm, amazed, stand awe",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",41,"destiny, dishonour, wretched, hateful",79,"destiny, wretched, hateful, wrath"
ἐπιδινέω,6,lsj,"whirl for; swing round; turn over in oneʼs mind, resolve; wheel about",107,"round, turn, circle, wheel",3,"meet, bind, round, stretch",7,"round, stretch, straight, turn",8,"round, straight, stretch, turn",21,"round, turn, circle, rim"
φιλομμειδής,6,lsj,laughter-loving,13,"desire, want, wish, need",12,"shout, speak, rouse, speech",24,"shout, lament, wail, loud",49,"shout, lament, wail, loud",97,"loud, laugh, crash, sound"
ἀφραδής,6,lsj,"insensate, reckless; without sense, senseless; senselessly, recklessly",128,"vain, fruitless, useless, idle",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",40,"vain, unceasing, unbroken, fruitless",77,"vain, unceasing, unbroken, unharmed"
ἀσπερχές,6,lsj,"hotly, unceasingly",-1,(outlier),4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",14,"bronze, silver, hollow, gold",33,"lycia, stone, grind, goblet"
ἐυμμελίης,6,lsj (relaxed match),armed with good ashen spear,140,"spear, axe, sword, wand",4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",12,"spear, arrow, sword, girdle",28,"spear, sword, girdle, belt"
ἐπιπροίημι,6,lsj (relaxed match),send forth; on board; sent; forth,91,"throw, send, fall, forth",8,"flee, pass, away, drive",17,"pass, lead, come, throw",30,"pass, lead, come, throw",59,"throw, send, forth, forward"
πῶμα,6,lsj,"lid, cover; that closed; operculum",115,"hide, cover, shield, conceal",2,"chamber, sleep, sit, bed",6,"chamber, house, ground, inner",7,"chamber, house, ground, mountain",18,"house, chamber, wall, court"
μιαίνω,6,lsj,"stain, dye; stain, sully; taint, defile; dishonour",25,"wash, oil, dry, salt",6,"wind, water, pour, sea",13,"pour, wash, oil, breathe",21,"wash, oil, salt, raw",43,"wash, oil, salt, raw"
παναίολος,6,lsj,"shot with many colours, glancing; star-spangled; manifold",7,"bright, light, kindle, star",5,"day, funeral, black, cloud",12,"funeral, long, day, time",20,"funeral, dead, snow, kindle",42,"star, olympus, heaven, middle"
χαλκεύς,6,lsj,coppersmith; worker in metal; goldsmith; worker in iron,0,"bronze, silver, copper, metal",4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",14,"bronze, silver, hollow, gold",31,"bronze, silver, gold, copper"
ἀρωγός,6,lsj,"aiding, succouring, propitious; beneficial; serviceable, useful towards; serviceable",-1,(outlier),1,"son, chariot, lord, old",4,"chariot, lord, guest, master",4,"guest, slave, serve, banquet",10,"slave, mistress, care, queen"
κίνυμαι,6,lsj,"go, move; marched; as it was stirred",94,"stir, rouse, urge, excite",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",46,"rejoice, care, heed, counsel",89,"care, rejoice, heed, attempt"
ἠνορέη,6,lsj,"manhood, prowess; manly beauty; strength; force",89,"strength, force, better, mighty",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",38,"strength, force, high, courage",74,"high, courage, better, stout"
ἀνεμώλιος,6,lsj,windy; words of wind; like the winds; empty boasters,18,"wind, cloud, mist, stormy",6,"wind, water, pour, sea",14,"wind, sea, stream, water",23,"wind, storm, breeze, wintry",46,"wind, storm, wintry, hurricane"
μεταμώνιος,6,lsj,"vain, idle; vainly-woven; idly; to the winds",128,"vain, fruitless, useless, idle",6,"wind, water, pour, sea",13,"pour, wash, oil, breathe",22,"pour, breathe, flow, spread",45,"breathe, disperse, sprinkle, spread"
ἐνιπή,6,lsj,"rebuke, reproof; abuse, contumely; angry threats; reproach",97,"reproach, disgrace, reproof, rebuke",12,"shout, speak, rouse, speech",23,"rouse, stir, anger, fight",47,"fight, quarrel, anger, battle",93,"fight, battle, quarrel, anger"
οἰμωγή,6,lsj,"wailing, lamentation",-1,(outlier),12,"shout, speak, rouse, speech",24,"shout, lament, wail, loud",49,"shout, lament, wail, loud",98,"shout, lament, wail, shriek"
περιβαίνω,6,lsj,go round; bestride; those mounted on; come round,107,"round, turn, circle, wheel",3,"meet, bind, round, stretch",7,"round, stretch, straight, turn",8,"round, straight, stretch, turn",21,"round, turn, circle, rim"
γνύξ,6,lsj,with bent knee; on the knee,-1,(outlier),4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",11,"breast, thigh, knee, arm",26,"breast, thigh, knee, arm"
γύαλον,6,lsj,hollow; breast; back-piece; front-piece,139,"breast, hollow, lap, guts",4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",14,"bronze, silver, hollow, gold",32,"hollow, shape, form, hewn"
ξύλοχος,6,agwn,"the act of brushing your teeth: ""the dentist recommended two brushes a day""",-1,(outlier),11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",46,"rejoice, care, heed, counsel",89,"care, rejoice, heed, attempt"
κρῖ,6,lsj,barley,108,"barley, corn, grain, groats",4,"spear, bronze, eat, silver",10,"eat, tree, heracles, meal",17,"tree, barley, garden, wood",36,"tree, wood, barley, garden"
πάσσαλος,6,lsj,peg; stakes; pale; a pin,-1,(outlier),4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",12,"spear, arrow, sword, girdle",28,"spear, sword, girdle, belt"
φθόγγος,6,lsj,"any clear, distinct sound; voice; voice, telling; speech",41,"voice, sound, speech, hear",12,"shout, speak, rouse, speech",25,"speak, speech, voice, address",50,"speak, speech, voice, address",100,"speech, voice, speak, clear"
ἀποφέρω,6,lsj,"carry off; away; to be carried from oneʼs course; exhale, evaporate",86,"carry, snatch, away, evaporate",8,"flee, pass, away, drive",18,"flee, fear, away, hold",31,"hold, leave, stay, retire",62,"leave, retire, away, ward"
ἀλκί,6,lsj,"might, strength",89,"strength, force, better, mighty",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",38,"strength, force, high, courage",73,"strength, force, heavy, feeble"
μεθέπω,6,lsj,"pursue, follow after; pursuing; go in search of; drove in search of",117,"leap, rush, run, chase",8,"flee, pass, away, drive",17,"pass, lead, come, throw",30,"pass, lead, come, throw",57,"drive, pass, rush, path"
μεθάλλομαι,6,lsj,"leap, rush upon; rush after; leap from; to another",117,"leap, rush, run, chase",8,"flee, pass, away, drive",17,"pass, lead, come, throw",30,"pass, lead, come, throw",57,"drive, pass, rush, path"
ἀγκάς,6,lsj,into or in the arms,95,"enter, come, inspire, city",7,"come, return, near, arrive",16,"come, return, hither, arrive",29,"come, arrive, home, house",56,"come, arrive, reach, born"
αἴσυλος,6,lsj,"unseemly, evil, godless",111,"hateful, hated, ruthless, terrible",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",41,"destiny, dishonour, wretched, hateful",79,"destiny, wretched, hateful, wrath"
λίνον,6,lsj,"anything made of flax; cord, fishingline; thread; ligature",141,"strap, cord, thong, bar",4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",12,"spear, arrow, sword, girdle",28,"spear, sword, girdle, belt"
κύρμα,6,lsj,"that which one meets with; finds; booty, prey, spoil; one who gets booty, swindler",74,"slay, slaughter, kill, sacrifice",4,"spear, bronze, eat, silver",10,"eat, tree, heracles, meal",15,"heracles, bird, fish, fly",34,"heracles, bird, fish, fly"
ἐλάτη,6,lsj,"silver fir, Abies cephalonica; Abies pectinata; oar; made of pine-wood",109,"tree, wood, garden, fir",4,"spear, bronze, eat, silver",10,"eat, tree, heracles, meal",17,"tree, barley, garden, wood",36,"tree, wood, barley, garden"
ἀσθμαίνω,6,lsj,breathe hard; panting; gasping for breath; an effort,-1,(outlier),6,"wind, water, pour, sea",13,"pour, wash, oil, breathe",22,"pour, breathe, flow, spread",45,"breathe, disperse, sprinkle, spread"
μαιμάω,6,lsj,"to be very eager, quiver with eagerness; rages; eager for; rushed into, were suddenly changed into",99,"haste, eager, furiously, rage",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",36,"swift, little, haste, eager",70,"swift, haste, eager, quick"
βαρύνω,6,lsj,"weigh down, oppress, depress; he is heavy; weary; disabled",-1,(outlier),9,"desire, noble, strength, easy",20,"noble, strength, swift, little",38,"strength, force, high, courage",73,"strength, force, heavy, feeble"
πρέσβα,6,lsj,"august, honoured; aged",101,"lord, queen, master, ruler",1,"son, chariot, lord, old",2,"old, mother, son, wife",2,"old, son, mother, wife",5,"son, child, mother, father"
ἄξων,6,lsj,"axle; axis; axis of the celestial sphere; course, path",-1,(outlier),8,"flee, pass, away, drive",17,"pass, lead, come, throw",30,"pass, lead, come, throw",57,"drive, pass, rush, path"
ἐπίσωτρον,6,lsj,metal hoop upon the felloe; tire,106,"stretch, bend, curved, tight",3,"meet, bind, round, stretch",7,"round, stretch, straight, turn",8,"round, straight, stretch, turn",21,"round, turn, circle, rim"
ῥυμός,6,lsj,pole of a chariot; car; pole; three stars,15,"chariot, car, driver, horse",1,"son, chariot, lord, old",4,"chariot, lord, guest, master",5,"chariot, lord, shield, master",11,"chariot, car, driver, travelling"
βριθύς,6,lsj,heavy,82,"stout, strong, sturdy, heavy",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",38,"strength, force, high, courage",73,"strength, force, heavy, feeble"
