lemma,freq,hdbscan,ward_40,ward_80,ward_150,x,y,gloss,gloss_source
προβλώσκω,7,161,7,47,36,-0.09310234,13.771528,"come forth, go out of the house",lsj
προγενής,9,94,2,44,49,3.5369768,7.6487064,"born before, primeval; earlier in birth; older; those who have gone before us, our predecessors",lsj
προεῖδον,6,214,9,9,58,0.8558949,11.631013,"look forward; see beforehand, catch sight of; foresee, portend; take thought for",lsj
προκαλέω,6,180,30,61,14,-0.09938044,12.143091,"call forth; to be evoked; call out to fight, challenge; challenge",lsj
προκαλίζομαι,6,180,14,29,135,0.11020993,12.295237,"call forth, challenge, defy; challenge",lsj
προλείπω,5,161,7,47,36,-0.16723494,13.116123,"forsake, abandon; abandon; leave; omit to do",lsj
προπάροιθε,48,-1,21,1,52,1.8881348,6.7878795,"before, in front of; before; feet; along",lsj
προρέω,7,23,22,57,57,2.4453962,12.401006,"flow forward; forth, flow amain; pour forth",lsj
προσαυδάω,174,108,10,0,16,0.7618301,10.660191,"speak to, address, accost; speak; to one; speak of",lsj
προσβαίνω,9,221,7,47,36,0.21516447,14.061693,"put oneʼs foot against; approach; mount, ascend; climb up",lsj
προσδέχομαι,12,230,35,35,0,0.43620846,12.278597,"receive favourably, accept; receive hospitably; admit; admit into oneʼs presence",lsj
προσεῖπον,166,218,9,22,26,0.08645701,10.783109,"speak to; address, accost; address; addressed",lsj
προσφωνέω,39,218,9,22,26,0.108828984,10.780047,"call; speak to, address; address; call by name",lsj
προτέρω,17,-1,21,1,52,2.0861068,6.6662874,"further, forwards; further; further away?; more",lsj
προτιόσσομαι,5,235,4,27,108,0.13648222,11.965819,look at; upon; forebode; I divine,lsj
προφέρω,10,179,37,37,136,0.08676051,13.100518,bring before; present; cast; teeth,lsj
προφαίνω,9,5,7,6,83,2.3350217,12.520473,"bring to light, show forth, manifest; let; be seen; display",lsj
προφεύγω,5,183,7,47,35,-0.062594205,13.197832,"flee forwards, flee away; flee from, shun, avoid; avoid",lsj
πρυλέες,5,54,23,13,56,4.8364635,9.005241,"men-at-arms, soldiers; close, in masses",lsj
πρυμνήσιος,11,112,1,41,66,4.384191,12.452106,of a stern; stern-cables,lsj
πρυμνός,26,131,0,50,1,3.4416766,9.247943,"hindmost, undermost, end-most; the end of; the end; next the body",lsj
πρόδομος,8,172,11,69,34,5.1872973,11.229986,chamber entered immediately from the fore-court,lsj
πρόθυρον,23,172,11,69,34,5.0868216,11.205839,"front-door, door-way; porch, portico; space before a door; porch",lsj
πρόκειμαι,14,-1,33,33,85,3.708031,8.676467,to be set before one; laid; shew; lie exposed,lsj
πρόμαχος,40,170,7,47,36,4.860612,11.1380625,fighting before; in front; champions; champion,lsj
πρόμος,8,69,2,44,49,2.9690208,7.406979,foremost man; opposed to; in the front rank; chief,lsj
πρόπας,9,69,2,44,49,2.9065392,7.2325573,all; long; together; utterly,lsj
πρόσειμι2,7,225,7,47,50,0.014737012,14.071184,"ibo; go to; towards, approach; approach",lsj (homograph 2)
πρόσθεν,86,-1,21,1,52,2.2320755,6.785904,before; outside; in front of; head,lsj
πρόσφημι,221,218,9,22,26,0.104111135,10.770196,"speak to, address",lsj
πρόσω,18,-1,2,44,49,2.096223,6.8250003,"forwards, onwards; further; far off; at a distance",lsj
πρόσωπον,10,-1,10,0,16,4.489471,12.263789,"face, countenance; in front, facing; facing, fronting; in person",lsj
πρότερος,122,69,2,44,49,2.9370015,7.102948,"before, in front; fore; in front; former, earlier",lsj
πρόφρων,29,69,2,44,49,2.908269,7.263973,"with forward mind; of oneʼs free will; fain; kindly, gracious, willing",lsj
πρόχοος,8,-1,14,16,18,5.006441,9.477014,"vessel for pouring out, jug; ewer for pouring water upon the hands; wine-jug",lsj
πρύμνα,12,167,11,23,126,4.3842053,10.740602,"stern, poop; retire, draw back; the Acropolis; the vessel",lsj
πρώτιστος,19,69,2,44,49,2.9898212,7.1951165,"the very first; principal, primal; first of all; now that",lsj
πρᾶξις,6,4,11,52,107,2.5993147,11.961769,"doing, transaction, business; on a trading voyage; affair; transaction",lsj
πρῶτος,231,69,2,44,49,3.0190442,7.075281,"(music) highest in pitch or chief among parts or voices or instruments or orchestra sections; ""first soprano""; ""the firs",agwn
πτερόεις,125,-1,10,7,4,0.9978294,9.767385,"feathered, winged; fluttering; winged",lsj
πτερόν,9,112,1,41,66,4.4096584,12.584445,feathers; feather; quill; plumage,lsj
πτολίεθρον,31,-1,29,14,9,1.9581962,9.518588,"an incorporated administrative district established by state charter: ""the city raised the tax rate""",agwn
πτολίπορθος,15,72,29,14,9,2.0118012,9.7896385,sacking; wasting cities,lsj
πτωχεύω,5,114,10,0,16,1.7904239,10.852299,"to be a beggar, go begging; to be as poor as a beggar; to be badly off for; beg",lsj
πτωχός,17,44,15,78,38,4.586762,8.625217,"beggar; beggar-woman; beggarly; beggared of, poor in",lsj
πτύξ,7,-1,11,23,126,4.770867,11.178312,"layer, plate; plates; fold; folded piece",lsj
πτύσσω,5,186,14,29,28,1.7949452,13.841709,"fold, double up; fold up; fold; fold, close",lsj
πτώσσω,8,4,11,52,107,1.5289999,12.2650585,"shrink from, shrink; flee; skulk, slink; flee cowering",lsj
πυκάζω,12,193,14,16,59,1.4776602,13.208834,cover closely; protection; surround; so as to protect,lsj
πυκινός,18,139,0,50,1,3.403756,8.853716,abstaining from food,agwn
πυκνός,87,139,0,50,1,3.397966,8.810075,"close, compact; close, firm, solid; well-stuffed, firm; overgrown",lsj
πυνθάνομαι,60,222,4,27,21,0.61392576,11.30726,learn; by hearsay; by inquiry; from,lsj
πυρά,7,21,32,65,65,3.99965,10.997257,watch-fires; beacon-fires; fires,lsj
πυρή,23,-1,1,8,121,4.3329215,11.080152,wood heaped for burning a dead body as a funeral rite,agwn
πυρκαιά,9,-1,1,8,121,4.259332,11.034249,funeral pyre; the burning pyre; conflagration; arson,lsj (relaxed match)
πυρός,10,-1,12,5,22,5.3587003,10.857314,"wheat, Triticum vulgare; a grain of wheat; pūraĩ",lsj
πω,118,109,31,34,113,3.395106,6.516448,"up to this time, yet; at all; ever",lsj
πωλέομαι,9,180,34,3,86,0.28704798,12.702983,go up and down; to and fro; come frequently; she goes,lsj
πως,75,109,31,34,113,3.381483,6.5135183,"in any way, at all, by any means; somehow; in some; way",lsj
πόα,5,-1,6,46,146,5.434216,10.654434,grass; herb; herbaceous plants; herbs,lsj
πόθεν,13,110,31,34,113,3.6185994,6.350823,whence?; from what stock; whence? wherefore?; how can it be? impossible! nonsense!,lsj
πόθι,6,-1,21,1,52,3.1926713,6.290996,"where?; whither?; anywhere, somewhere; ever",lsj
πόλεμος,275,-1,19,4,78,3.4163957,11.309231,"war; battle, fight; single combat; War, Battle",lsj
πόλινδε,10,90,21,71,17,4.961211,6.861777,into; to the city,lsj
πόλις,220,-1,5,24,94,5.6645555,7.235337,city; the citadel; the city of; oneʼs city,lsj
πόνος,55,-1,16,26,41,3.8295648,11.555888,"work; hard work, toil; the toil of war; toil",lsj
πόντος,119,78,22,36,8,4.598864,10.261311,sea; open sea; wide waters; the sea,lsj
πόποι,49,71,31,34,131,4.161263,6.96766,"make angry: ""The news angered him""",agwn
πόρος,5,170,16,26,41,4.269951,11.264048,"means of passing a river, ford, ferry; the ford; narrow part of the sea, strait; passage-way",lsj
πόρω,59,179,3,42,42,0.33924133,12.921671,"break a piece from a whole: ""break a branch from a tree""",agwn
πόσις,66,194,16,26,41,4.0053573,11.4447775,"husband, spouse; lawful husband; potis; pátis",lsj
πόσις2,27,113,6,45,45,3.3629189,12.412277,"drinking, drink, beverage; carousal; over their cups; draught",lsj (homograph 2)
πότμος,32,-1,26,28,29,3.421794,11.402011,"that which befalls one, lot, destiny; evil destiny; death; gifts",lsj
πότνια,65,25,5,15,48,5.760451,8.958193,"mistress, queen; queen; revered, august",lsj
πύκα,15,-1,21,10,106,2.2131734,7.301253,"taking care or paying attention: ""they watched carefully""",agwn
πύλη,63,166,11,52,144,4.709685,11.112011,one wing of a pair of double gates; gates of a town; gates; the gates,lsj
πύματος,16,-1,2,44,49,2.9463787,7.4167604,"hindmost, last; outmost; the root of; nethermost",lsj
πύξ,6,-1,0,32,15,2.8386204,8.068246,with the fist; at boxing; by boxing; clenched,lsj
πύργος,44,-1,11,52,144,4.878212,11.054737,tower; city walls; ramparts with their towers; movable tower,lsj
πᾶς,1020,69,21,77,3,3.142702,7.1848183,all; the whole; every; all the,lsj
πῆ,19,110,31,34,113,3.6231122,6.378835,,none
πῆμα,40,220,16,26,41,3.763395,11.887978,"misery, calamity; pains; labours; bane, calamity",lsj
πῆχυς,8,158,1,72,72,4.759033,11.953277,"forearm; arm; ulna; centrepiece, which joined the two horns of the bow",lsj
πῦρ,160,21,32,65,65,4.0027966,11.000466,fire; funeral-fire; burn; sacrificial fire,lsj
πῶμα,5,129,21,71,17,4.083168,12.399871,"lid, cover; that closed; operculum",lsj
πῶς2,48,110,31,34,113,3.5596912,6.4111924,how?; how so; how; how? at what price?,lsj (homographs merged)
πῶυ,11,-1,1,41,66,5.2898564,10.378196,flock,lsj
σάκος,78,158,1,8,96,4.6006446,11.912094,"shield; shield, defence; tvác",lsj
σάρξ,6,195,1,72,72,5.005829,12.241908,flesh; body; portions of meat; pieces of flesh,lsj
σάφα,19,106,21,10,106,2.3616762,8.145216,"clearly, plainly, assuredly; assuredly, of a surety; clearly; with certainty",lsj
σέβας,5,-1,16,26,41,3.3375978,6.8589916,"reverential awe; awe; wonder; reverence, worship, honour",lsj
σέλας,12,21,32,65,65,3.9795864,10.9031,"light, brightness, flame; light; lightning, flash of lightning; meteor",lsj
σήμερον,9,168,10,0,16,1.8043354,10.363516,to-day; kyo; ci-tra,lsj
σίαλος,8,143,1,8,98,4.5825887,10.712977,"fat hog; fat, grease",lsj
σίδηρος,29,169,10,0,16,1.905722,10.454612,"iron; hardness; stubborn force; firmness, steadfastness",lsj
σίνομαι,5,-1,37,37,133,1.3165555,12.309878,"harm, hurt, do; harm; mischief; used to plunder",lsj
σανίς,12,149,1,8,46,4.6463976,11.3137245,"board, plank, timber; anything made thereof; door; folding doors",lsj
σβέννυμι,8,-1,32,65,65,1.0054986,13.103857,"quench, put out; dry up; quench, quell, check; cooling",lsj
σείω,13,192,14,16,59,1.5781214,13.188014,"shake, move to and fro; shake the poised; shake; there was an earthquake",lsj
σελήνη,7,18,32,65,65,3.7695653,10.340761,the moon; moon; a moonʼs breadth; lunar,lsj
σεύω,50,-1,14,16,59,1.3455567,13.187534,"put in quick motion, drive; hunt, chase; drive away; set on, let loose at",lsj
σηκός,5,187,12,5,22,5.6367197,11.10042,"pen, fold; den; nests; sacred enclosure, precinct",lsj
σημάντωρ,5,-1,23,13,84,2.2030592,10.370521,"one who gives a signal, leader, commander; driver; herdsman; subordinate officers",lsj
σημαίνω,15,-1,9,22,26,0.45872208,11.291312,"show by a sign, indicate, point out; after indicating; you have; shown you",lsj
σθένος,40,211,16,31,7,3.826265,11.713099,"strength, might; bodily strength; strength; force",lsj
σιγάω,5,70,31,34,131,4.054665,6.822391,"keep silence; hush! be still!; secret, mystical; was kept",lsj
σιγή,12,84,33,33,85,2.835564,6.8690314,"silence; in silence; be silent now!; in an undertone, in a whisper, secretly",lsj
σιγαλόεις,21,-1,10,7,4,1.112231,9.677121,"glossy, glittering; glittering; fatty, oily",lsj
σιδήρεος,14,53,1,8,96,3.3935537,9.611269,made of iron; steel; grappling-iron; of arms,lsj
σιωπή,28,169,10,0,16,1.7955472,10.438428,silence; a hush; calm; the habit of silence,lsj
σκέπας,5,21,38,38,74,4.213735,10.926784,"covering, shelter; shelter; pretext, pretence",lsj
σκίδνημι,10,176,14,16,18,1.6525795,12.902062,"disperse; to be spread; scattered, disperse; began to spread his light",lsj
σκεδάννυμι,9,193,14,16,59,1.3679391,13.329299,"scatter, disperse; shed; all round; will shiver",lsj
σκηπτοῦχος,8,-1,23,13,56,4.730193,9.05963,"bearing a staff, baton; sceptre; sceptred; wand-bearer",lsj
σκιάω,6,191,14,16,59,1.5458949,12.59254,"overshadow, make shady; to be shaded; dark",lsj
σκιόεις,15,-1,10,7,4,1.2289984,9.495077,"shady, shadowy; shady; thickly wooded; dark",lsj
σκοπιά,13,167,11,23,102,4.4550805,10.730781,"lookout-place; hill-top; watch-tower; peak, height",lsj
σκοπός,13,194,16,26,41,4.1479816,11.456756,"one that watches, one that looks about; after; guardian, protector; one who watches",lsj
σκόλοψ,9,148,11,23,44,4.8533335,11.487625,"anything pointed; pale, stake; palisade; thorn",lsj
σκόπελος,9,173,11,23,44,5.06846,11.281726,"lookoutplace; peak, headland, promontory; watch-tower",lsj
σκότος,16,215,16,26,41,3.6801472,11.722164,"darkness, gloom; darkness; dizziness, vertigo; darkness, obscurity",lsj
σκύζομαι,7,232,13,11,93,0.6113204,11.903388,to be angry with; to be wroth,lsj
σκῆπτρον,34,158,16,26,41,4.4346137,11.796048,staff; stick; staffs; supports,lsj
σμερδαλέος,36,-1,0,50,2,3.1915994,8.669004,"terrible to look on, fearful; dire-gleaming; terrible to hear; márdati",lsj
σπάω,14,152,7,76,53,0.86667556,13.378012,draw; having their; drawn; drew,lsj
σπένδω,31,213,14,29,28,1.8651481,13.374289,make a drink-offering; let; dedicate; by pouring an offering from,lsj
σπέος,40,173,11,69,34,4.958376,11.404735,"cavern, grotto",lsj
σπέρχω,11,61,13,48,6,0.36124995,12.368414,"set in rapid motion; to haste, be in haste; rage; in haste, hurriedly",lsj
σπεύδω,20,155,14,12,95,1.1731406,14.287058,"set going, urge on, hasten; procure quickly, get ready; seek eagerly, strive after; promote",lsj
σπεῖρον,6,118,1,41,66,3.9991941,12.489531,piece of cloth; cloth; wraps; cerecloth,lsj
σπλάγχνον,9,119,1,41,147,3.9598615,12.705244,inward parts; sacrificial feast; any part of the inwards; womb,lsj
σπουδή,11,84,33,33,85,2.906243,6.4990454,"haste, speed; haste; I am hastening; in haste",lsj
σπόγγος,5,-1,12,5,5,4.8605967,11.513838,sponge; any spongy substance; glands; tonsils,lsj
στάθμη,6,167,11,23,126,4.442726,10.918833,carpenterʼs line; rule; level; the line rubbed with chalk,lsj
στέλλω,10,-1,7,47,50,0.13738902,13.491958,make ready; rig; fit; out,lsj
στένω,6,-1,20,66,32,1.5691792,12.169873,"moan, sigh, groan; groaning aloud; moan; sigh for",lsj
στέρνον,19,-1,1,72,72,5.0410967,12.113073,"breast, chest; breast; heart; breastbone",lsj
στήλη,7,-1,1,8,98,4.359905,10.895539,block of stone; prop; buttress; block,lsj
στίξ,43,170,11,52,144,4.7740498,10.979786,"row, line, rank; file; in ranks; lines",lsj
σταθμός,40,187,11,69,34,5.5139704,11.216222,"standing-place; farmstead, steading; stable; lair",lsj
στείχω,11,-1,7,47,50,0.04046286,13.687137,"walk, march, go; come; towards; go to, approach",lsj
στενάχω,40,227,20,66,32,1.4689993,11.838897,"groan, sigh, wail; groaning; bewail, lament",lsj
στεναχίζω,12,227,20,66,32,1.6338791,11.829822,"groan, sigh, wail; bewail, lament",lsj
στερεός,8,139,0,50,1,3.3654976,8.929453,"firm, solid; solid; costive; firmly, fast",lsj
στεροπή,6,103,10,0,148,3.0400326,10.693057,"flash of lightning; dazzling light, gieam",lsj
στεφάνη,5,-1,1,8,96,4.466645,11.0509615,anything that surrounds; encircles; brim; helmet,lsj
στεφανόω,5,-1,10,7,4,1.5952412,13.659949,to be put round in a circle; as a rim; border; to be put round,lsj
στεῖνος,5,-1,27,40,81,4.97523,11.543055,"narrow, close; confined space; straits, distress; by suffering, Eu",lsj
στεῦμαι,8,185,14,16,59,1.3625237,13.079658,"make as if one would.., promise; threaten that one will; declares; boasts",lsj
στηρίζω,5,186,14,29,135,1.5982722,13.575574,"make fast, prop, fix; sets; set; fast",lsj
στιβαρός,33,137,0,50,1,3.3869672,9.134208,"strong, stout, sturdy; more massy; bulkier; more",lsj
στιχάομαι,9,201,14,16,59,1.539073,11.6835985,march in rows; ranks; marching; stand in rows,lsj
στοναχή,11,165,12,5,5,2.6594763,11.32015,"groaning, wailing; groans, sighs",lsj
στονόεις,10,-1,10,7,4,1.1328143,9.613767,causing groans; sighs; full of moaning; moaning,lsj
στορέννυμι,12,186,14,29,28,1.6637967,13.592212,,none
στρέφω,26,198,7,47,35,1.3901379,14.181107,turn about; aside; turn; wheel,lsj
στρατός,63,170,16,26,41,4.699889,10.979869,"army, host; the commons, people; band; body",lsj
στρεπτός,5,132,0,32,15,3.1403856,8.788969,"easily twisted, pliant; of chainarmour; mail; pliant",lsj
στρωφάω,7,-1,10,7,4,1.9874614,12.486867,"turn constantly; keep turning; steer; turn oneself about, keep turning",lsj
στυγέω,10,156,30,61,14,1.773122,12.104115,"hate, abhor; to show hatred; hate; fear",lsj
στυγερός,36,130,0,50,1,3.3082993,8.668965,"hated, abominated, loathed; hateful, abominable, loathsome; hateful; hateful, wretched",lsj
στυφελίζω,12,186,14,29,135,1.3741574,13.364187,"strike hard; drives away; thrust; treat roughly, maltreat",lsj
στόμα,28,217,1,72,72,5.069924,12.376931,"mouth; the very jaws; the mouth as the organ of speech; mouthpiece, organ",lsj
στόνος,7,-1,12,5,5,3.2796357,11.76802,sighing; groaning,lsj
στόρνυμι,6,186,14,29,28,1.6230348,13.577789,"spread; make up; make a bed; spread, strew",lsj
στῆθος,184,-1,1,72,72,5.056944,12.191082,breast; chest; breasts; the breast as the seat of feeling and thought,lsj
συβώτης,66,24,10,0,16,6.616364,8.698181,swineherd,lsj
συγχέω,6,209,14,16,18,1.5575883,13.264596,"pour together, commingle, confound; mix; in confusion; obliterate, demolish",lsj
συλάω,22,-1,7,76,143,0.7942477,13.145888,"strip off; strip off from; strip; to be stripped, robbed, deprived of",lsj
συμβάλλω,17,204,7,47,36,0.52182966,14.053857,"throw together, dash together; bring together, unite; have; reaching",lsj
συμμαχέω,6,136,10,0,16,2.157386,10.634476,"to be an ally, to be in alliance; join; in war; help, succour",lsj
συμφράζομαι,5,236,4,27,108,0.03937369,11.635358,"join in considering, take counsel with; imparted; contrive; mention at the same time",lsj
συνάγω,9,177,7,47,36,0.22292323,13.660589,"bring together, gather together; crowd; bring together; hold a club dinner",lsj
συνάντομαι,6,-1,18,18,23,1.0474219,12.649598,"fall in with, meet; meet; that accompanies; approach",lsj
συνίημι,17,-1,7,47,36,0.09084022,13.392557,bring; set together; shot; together,lsj
συναγείρω,6,177,7,47,50,0.3312989,13.779833,"gather together, assemble; collect; gather together, come together, assemble; collect for oneself",lsj
συντίθημι,13,-1,4,27,21,0.17409928,11.598708,place; put together; fold; together,lsj
συφορβός,8,-1,12,5,22,5.6990037,9.786944,swineherd,lsj
σφάζω,15,96,14,29,28,2.6210184,13.066925,"slay, slaughter; by cutting the throat; slaughter; cut",lsj
σφέτερος,10,31,15,20,122,4.7179317,7.955336,"their own, their; their own property; their own; their own people",lsj
σφυρόν,5,216,1,72,72,5.2100005,12.0874,"ankle; put out; the lower part; edge, foothills",lsj
σφός,14,31,15,20,122,4.702602,7.9535985,"their, their own, belonging to them; his; her, his own; her own",lsj
σχέτλιος,29,44,31,34,131,4.0233808,7.8763824,"able to hold out, unwearying, unflinching; flinching from no cruelty; wickedness, merciless, headstrong; wicked",lsj
σχεδία,12,160,0,58,13,4.4357285,10.727323,"raft, float; rafts; boat, ship; bridge of boats",lsj
σχεδόθεν,8,89,21,1,52,2.540603,6.9254394,"from nigh at hand; nigh at hand, near",lsj
σχεδόν,67,29,21,1,100,1.9504883,7.423091,"near, hard by; at close quarters; similar to; near",lsj
σός,201,31,15,20,122,4.7208924,7.937107,"thy, thine; of yours; thy; thine",lsj
σύμπας,8,69,21,77,3,3.119987,7.181231,"all together, all at once; the whole; as a whole; general",lsj
σύνειμι2,9,-1,7,47,36,0.31534496,13.891251,"ibo; come together, assemble; meet in battle; engage in war",lsj (homograph 2)
σώζω,54,8,7,76,143,1.225341,12.454694,"save, keep; save from death, keep alive; spare; to be saved, kept alive, preserved",lsj (relaxed match)
σῆμα,48,220,16,26,41,3.9240603,12.031802,"sign, mark, token; sign from heaven, omen, portent; sign to do; begin something",lsj
σῖτος,64,120,6,45,45,3.58533,12.689015,grain; the corn; its; corn,lsj
σῶμα,8,112,1,41,64,4.2346616,12.531796,"body; dead body, corpse; living body; life",lsj
σῶς,17,31,16,26,103,4.625196,8.036651,"safe and sound, alive and well; safe, whole; preserved, extant; intact",lsj
τάλαντον,16,-1,3,42,42,3.87333,12.341126,a person who possesses unusual innate ability in some field or activity,agwn
τάπης,10,95,1,8,46,2.280295,13.393175,"carpet, rug",lsj
τάφος,9,194,16,26,41,4.134458,11.425207,funeral-rites; funeral-feast; the funeral-rites; the rites of burial,lsj
τάφρος,38,-1,11,52,144,4.835036,11.092714,"ditch, trench; trench; trenches; irrigation-ditch",lsj
τάχα,77,83,31,34,113,3.078777,6.2280025,"quickly, presently, forthwith; soon; as soon as; perhaps",lsj
τέγος,7,-1,27,40,81,4.9913282,11.757172,roof; roof!; covered hall; chamber,lsj
τέθηπα,15,227,35,35,0,1.3813084,12.106836,"to be astonished, astounded, amazed; amazed, astonished; wonder; be amazed at",lsj
τέκμαρ,7,105,26,28,29,3.5029817,11.608741,"fixed mark; boundary, goal, end; goal; an end",lsj
τέκνον,70,45,15,78,38,5.240694,8.960925,"child; my son, my child; young",lsj
τέκος,52,33,15,78,38,3.0012574,12.440089,the young,lsj
τέκτων,12,57,6,46,10,5.311442,9.802329,"worker in wood, carpenter, joiner; craftsman; workman; a worker",lsj
τέλλω,10,108,10,0,16,0.6911515,10.823273,accomplish; perform; come into being; turns,lsj
τέλος,29,219,16,26,41,3.862184,11.804728,"coming to pass, performance, consummation; fulfilment, execution; result; coming to pass (outbreak",lsj
τέμενος,13,-1,3,21,70,4.8502545,11.11936,"a piece of land cut off and assigned as an official domain; a piece of land marked off from common uses and dedicated to a god, precinct; sacred valley; grove",lsj
τέμνω,48,95,14,29,33,2.1495826,13.279307,"cut; cutting; cut, wound, maim; wound",lsj
τένων,9,-1,27,40,81,5.0019975,11.875392,"sinew, tendon; foot; ridge",lsj
τέρας,16,219,16,26,41,3.9043767,11.831161,"sign, wonder, marvel, portent; a sign; signs; monster",lsj
τέρην,10,-1,0,50,1,3.113899,8.707547,"soft, delicate; tender; that causes tender feelings; tereno",lsj
τέρμα,9,129,21,71,17,4.0654616,12.35303,"end, boundary; goal round which horses and chariots had to turn; mark set to show how far a quoit was thrown; issue, event",lsj
τέρπω,91,-1,0,50,1,0.938142,12.508894,"delight, gladden, cheer; will give; pleasure; give delight",lsj
τέρσομαι,6,-1,0,50,1,1.3990428,12.933596,"to be; become dry, dry up; dried up; is baked",lsj
τέσσαρες,17,-1,31,79,79,2.5820897,5.631821,four; the fourth; the four simple bodies; the four kinds of quality,lsj
τέταρτος,16,2,31,79,79,2.6026218,6.1489553,fourth; the fourth time; fourthly; fourfold,lsj
τέτμον,9,96,14,29,33,2.298519,13.086536,"overtake, reach, find; partake of, have allotted one",lsj
τέτρατος,6,2,31,79,79,2.5934079,6.1334944,fourth; the fourth time,lsj
τέχνη,9,136,9,9,99,2.0076425,10.6213045,"art, skill, cunning of hand; craft, cunning; arts, wiles; arts",lsj
τέως,10,-1,31,34,113,3.196422,6.3940053,"so long, in the meantime; until then, during that time; for that number of days; for a time, a while",lsj
τήκω,7,199,17,70,91,1.7535182,12.79833,"melt, melt down; bring; down in rain; dissolve",lsj
τί,23,109,21,10,101,3.388766,6.522976,the category of nouns serving as the direct object of a verb,agwn
τίη,11,110,31,34,113,3.6937315,6.386445,"why? wherefore?; why so, tell me?",lsj
τίθημι,362,190,14,29,28,1.1989706,13.664062,"l), Alc; set, put, place; set; set for oneself",lsj
τίκτω,123,33,15,78,38,2.780382,12.690672,"bring into the world, engender; beget; bring forth; parents",lsj
τίνω,44,156,10,53,117,0.67914635,12.463363,pay a price; pay; acquit oneself of; render,lsj
τίπτε,36,110,31,34,113,3.6395876,6.3880954,,none
τίω,51,156,10,53,117,2.2011206,12.649662,"Erster Bericht; honour, revere; honour; honoured",lsj
ταλαεργός,5,64,0,50,1,3.1772752,9.242403,bearing; enduring labour; laborious,lsj
ταλασίφρων,12,-1,36,17,138,3.8506389,9.148191,"patient of mind, stout-hearted",lsj
ταμία,21,46,1,8,46,5.269922,8.86637,"housekeeper, housewife",lsj
τανηλεγής,7,74,0,19,55,2.4505055,8.715813,bringing long woe,lsj
τανύπεπλος,7,115,29,14,124,1.9463657,9.45623,with flowing robe,lsj
τανύω,49,186,14,29,28,1.3386714,13.179825,"stretch, strain; string; having strung his; pull",lsj
ταράσσω,6,186,20,66,32,1.7856121,13.654101,"stir, trouble; troubling; mix; to wag",lsj
ταρβέω,23,228,20,66,32,1.304121,11.967258,"to be frightened, alarmed; feels fear; a state of fear; from fear",lsj
ταρφύς,8,-1,0,19,55,2.748237,8.653688,"thick, close; ofttimes, often",lsj
ταχύπωλος,11,42,23,62,30,2.6245687,9.944475,,none
ταχύς,126,69,0,50,1,3.0844738,7.2780704,"swift, fleet; quick; quick, hasty; speed, haste",lsj
ταῦρος,23,56,6,46,10,5.5759697,10.107534,bull; priest of Poseidon Taureios; the bull as a sign of the Zodiac; the pudenda muliebria,lsj
τείνω,25,95,14,29,33,2.0854657,13.282849,stretch; pull tight; having tied; tight,lsj
τείρω,43,176,17,70,91,1.940379,12.582439,"oppress, distress, weaken; she was; distressed",lsj
τεκμαίρομαι,6,236,4,27,108,0.07426182,11.6769705,"assign, ordain; appoint; am arranging; settle with oneself",lsj
τελέθω,11,76,10,53,88,1.8778044,11.689054,come into being; to be; become,lsj
τελέω,129,76,10,53,88,1.7892731,11.3017235,"fulfil, accomplish, execute, perform; did it; perform; fulfil",lsj
τελήεις,6,-1,3,21,119,1.3362938,9.498176,"perfect, complete; of full tale; number; of full-grown beasts",lsj
τελαμών,15,158,1,8,96,4.8700304,11.915856,broad strap; band for bearing; supporting; leathern strap,lsj
τελεσφόρος,5,6,3,21,119,2.65967,9.8615465,bringing fulfilment; fulfilment-bringing; complete; destined to be accomplished,lsj
τελευτάω,27,76,10,53,88,1.8342541,11.270328,"bring to pass, accomplish; fulfil; bring about; end",lsj
τελευτή,5,207,16,26,47,2.9369283,11.286803,"completion, accomplishment; event, issue; termination, end; the end of life, death",lsj
τερπικέραυνος,13,63,10,63,63,2.0688589,9.589779,delighting in thunder,lsj
τεσσαράκοντα,10,117,31,79,79,2.6128478,5.6176095,forty; the Forty; Forty,lsj
τετίημαι,14,200,35,35,0,1.5187857,11.860852,to be sorrowful; sorrowing; from grief; quies,lsj
τεός,38,31,15,20,122,4.678518,7.975171,,none
τεύχω,165,76,10,53,88,1.9862792,11.839313,"make ready, make; produce by work; art; make, build",lsj
τεῖχος,114,-1,11,52,144,4.8218436,11.047629,wall; city-wall; embankment; earthworks,lsj
τεῦχος,189,112,1,41,64,4.502072,12.477466,"tool, implement; implements of war, armour, arms; whole armour, harness; the gear",lsj
τηλεδαπός,8,31,15,20,122,5.0109057,8.179628,"from a far country; far off, distant",lsj
τηλεθάω,9,-1,10,7,4,1.416531,9.849216,"luxuriant, flourishing; blooming; luxuriant; blooming with",lsj
τηλεκλειτός,6,3,27,55,111,4.234493,9.077356,far-famed,lsj
τηλοῦ,6,89,21,1,52,2.490045,6.991225,"afar, far away, in a far country; in a far-away corner; long ago, of old; olden times",lsj
τηλόθεν,13,89,21,1,52,2.4291856,6.9689245,from after; far from,lsj
τηλόθι,14,89,21,1,52,2.4023418,6.954488,"afar, at a distance",lsj
τηλύγετος,8,89,21,1,52,2.5044422,7.1478643,"a darling son, petted child; only; of oneʼs old age; the only",lsj
τιμάω,29,156,30,61,14,1.6535506,12.132219,"honour, revere, reverence; bestow honours; reward; will honour",lsj
