lemma,freq,hdbscan,ward_40,ward_80,ward_150,x,y,gloss,gloss_source
μητιάω,11,201,10,53,117,1.3942375,11.595636,"meditate, deliberate; consider among you; plan, devise",lsj
μηχανάομαι,9,201,10,7,4,1.5080439,11.576032,"make by art, construct, build; prepare; prepare, make ready; contrive, devise",lsj
μιαίνω,6,-1,37,37,133,1.4982548,12.751497,"stain, dye; stain, sully; taint, defile; dishonour",lsj
μιμνήσκω,101,229,34,3,137,0.33718455,12.21795,"remind, put in mind; recalled; to memory, made; famous",lsj
μινυνθάδιος,7,58,0,50,2,2.566414,7.538704,short-lived; small,lsj
μινύθω,9,-1,17,70,91,1.9789674,12.247454,"be born, used chiefly of lambs: ""The lambs fell in the afternoon""",agwn
μισθός,8,-1,16,31,7,3.3882828,11.60781,hire; wages; of our hired service; for hire,lsj
μιστύλλω,10,213,14,29,28,1.8943657,13.513965,cut up,lsj
μνάομαι,23,-1,34,3,137,1.0708984,12.274008,"to be mindful of; when I remember him; turn oneʼs mind; woo for oneʼs bride, court",lsj
μνηστήρ,197,-1,11,52,89,5.4391527,8.342897,"wooer, suitor",lsj
μνηστός,6,-1,15,78,38,5.066558,8.697119,"wooed and won, wedded; memorable, to be remembered",lsj
μογέω,32,-1,2,68,61,1.3961647,11.627386,"toil, suffer; suffers; tired; with pain",lsj
μολπή,9,138,12,5,5,2.9053133,11.653675,dance; rhythmic movement with song; song; the note,lsj
μοχλός,8,188,12,5,22,5.522727,11.395155,"bar, lever, crowbar; any bar; stake; bar",lsj
μοῖρα,97,207,16,31,7,3.2936878,11.278233,part; portion; division; party,lsj
μυθέομαι,58,-1,4,27,108,0.20669818,11.318136,speak; converse; say that; order,lsj
μυκάομαι,8,199,35,35,0,1.6706827,12.943834,"low, bellow; rang; bellowed",lsj
μυρίος,30,69,31,79,79,3.2471666,7.1971393,"numberless, countless, infinite; measureless, immense, in finite; boundless; all kinds of",lsj
μυχός,19,187,11,69,34,5.4419055,11.191466,"innermost part, nook, corner; a recess; the farthest nook; in darkness",lsj
μυῖα,6,56,6,46,10,5.6291466,10.128605,"fly; carrion-fly, bluebottle; gall-insect; a fly",lsj
μω~νυξ,8,127,23,62,30,5.2988634,11.651361,,none
μόγις,5,-1,16,26,41,2.9374857,6.941449,"with toil and pain; hardly, scarcely",lsj
μόθος,5,194,16,26,41,3.8032546,11.484026,battle-din; fight,lsj
μόνος,30,84,21,77,3,2.7554772,7.281291,"alone, solitary; bereft of; without; only",lsj
μόρος,16,194,16,26,41,3.8955173,11.458688,"fate, destiny; doom; destiny; doom, death",lsj
μόρσιμος,5,105,26,28,29,3.4128938,11.01092,"appointed by fate, destined; destiny, doom; foredoomed to die; of doom",lsj
μύρω,15,232,13,48,6,0.7433258,11.751726,"flow, trickle; trickled; melt into tears, shed tears; flow",lsj
μᾶλλον,63,69,2,44,49,3.2758274,7.344733,"comparative of much; to a greater degree or extent: ""he works more now""; ""they eat more than they should""",agwn
μῆδος,19,128,1,41,66,4.0967855,12.437914,"counsels, plans, arts; prudence; cunning; plans",lsj
μῆλον,65,56,6,46,10,5.4814754,10.258,"sheep; goat; rams, wethers; goats",lsj
μῆλον2,10,56,6,46,10,5.4583077,10.266293,"apple; treefruit; crab, Pyrus acerba; apricot, Prunus armeniaca",lsj (homograph 2)
μῆνις,14,207,16,31,7,3.170613,11.283905,wrath; revengeful temper,lsj
μῆρα,6,128,21,71,17,4.062676,12.50262,to kill as a sacrifice by fire,agwn
μῆτις,35,-1,16,31,7,3.3363001,11.238078,"wisdom, skill, craft; for craft; craft; counsel, plan, undertaking",lsj
μῦθος,287,218,9,22,26,0.14760217,10.702695,"word, speech; mere word; public speech; plea",lsj
μῶλος,7,-1,25,25,105,3.514498,11.280916,toil and moil; struggle between,lsj
μῶνυξ,25,127,23,62,30,5.2802386,11.636189,"with a single; uncloven, hoof; sem",lsj
νέατος,15,66,14,16,59,1.5100787,8.715735,"uttermost, lowest; the lowest part of; extreme, outermost; lowest",lsj
νέκταρ,7,120,6,45,45,3.6433992,12.844552,nectar; wine; perfumed unguent,lsj
νέκυς,75,-1,14,29,68,3.0552273,12.798304,corpse; dead person; spirits of the dead; dead,lsj
νέμεσις,9,207,13,11,19,2.9407418,11.757363,distribution of what is due; retribution; righteous anger; cause for anger,lsj
νέμω,41,-1,14,16,59,2.240844,13.033878,"deal out, dispense; distribute; leave; pay",lsj
νέομαι,80,-1,10,0,16,-0.16133435,14.100491,come; go back; return; násate,lsj
νέος,100,44,16,26,47,3.9822772,7.647763,"young, youthful; youths; youth upwards; youth",lsj
νέρθε,5,141,21,1,52,1.8507652,6.633294,,none
νέφος,45,21,32,65,65,4.0126786,10.95532,"cloud, mass of clouds; a cloud upon; a cloud of men; the cloud",lsj
νήδυμος,12,35,2,2,25,3.7674742,8.1903925,"sweet, delightful",lsj
νήιος,7,38,36,17,37,4.1495304,9.361019,,none
νήπιος,66,35,2,2,25,3.958148,8.195097,"infant, child; a child; infancy; infant",lsj
νήποινος,6,35,26,28,29,3.723985,8.233285,"unavenged, without compensation; without share of, unblest with",lsj
νήχω,8,61,13,48,6,0.34497407,12.531263,swim,lsj
νίζω,25,213,14,29,28,1.7870665,13.579783,wash the hands; feet; to wash oneʼs hands; from,lsj
νίκη,39,136,10,0,16,2.1761029,10.591081,"victory; victory in the games; victory over; mastery, ascendancy",lsj
νίσσομαι,8,-1,14,16,59,1.6507778,12.857113,"go, come; coming down; ni-ns",lsj
ναίω,76,87,14,16,59,2.2909572,12.6394205,"dwell, abide; dwell in, inhabit; to be inhabited; lie, be situated",lsj
ναίω2,20,87,14,16,59,2.277723,12.622497,"dwell, abide; dwell in, inhabit; to be inhabited; lie, be situated",lsj (homographs merged)
ναιετάω,35,87,14,16,59,2.3550696,12.380607,"dwell; dwell in, inhabit; to be situated, lie; exist",lsj
ναυσικλυτός,6,3,27,55,111,4.4653325,9.099201,,none
ναός,14,187,12,5,22,5.5397983,11.179527,"temple; inmost part of a temple, shrine; portable shrine",lsj
ναύτης,12,78,22,36,8,4.7442484,9.820011,"seaman, sailor; by sea; passenger by sea; mates",lsj
ναῦς,948,78,22,36,8,4.6983857,9.963452,ship; the ships; ships; naús,lsj
νεβρός,10,56,6,46,10,5.6384764,10.11186,"young of the deer, fawn; fawn",lsj
νεικέω,41,-1,30,61,14,0.9753777,11.677525,"quarrel, wrangle with; quarrel; with; strove with him",lsj
νειός,7,187,12,5,22,5.6597505,11.083555,fallow-land; fallow; rejuvenate; ploughing and sowing,lsj
νεκρός,64,-1,14,29,68,3.0371418,12.812928,corpse; dying person; the dead; dead,lsj
νεμεσάω,36,153,13,11,19,0.9325518,11.663517,"feel just resentment, to be wroth at undeserved good; bad fortune; to be wroth with; grudge",lsj
νεμεσίζομαι,9,153,13,11,19,0.73770016,11.758824,feel righteous indignation; to be angry; amazed; stand in awe of,lsj
νεμεσητός,6,153,13,11,19,0.9945202,11.520864,"causing indignation; wrath, worthy of it; it is matter for indignation; retributive",lsj
νευρά,11,163,1,8,121,4.279722,11.212084,string; cord of sinew; bowstring; harpstring,lsj
νευρή,10,163,1,8,121,4.3154607,11.228649,,none
νεφέλη,20,21,32,65,65,4.073158,10.7929535,"cloud, mass of clouds; mist; fog; a cloud",lsj
νεφεληγερέτα,35,63,10,63,63,2.0817454,9.504848,cloud-gatherer,lsj
νεύω,18,-1,20,54,87,1.4214798,12.733255,"incline in any direction; nod, beckon; beckon; nod",lsj
νεώτερος,7,94,2,44,49,3.6433551,7.590168,younger; too young; a minor; men of military age,lsj
νεῖκος,36,219,16,26,41,3.7084,11.698525,"quarrel, strife, feud; quarrel; strife of words, railing, abuse; strife at law, dispute before a judge",lsj
νηέω,8,199,36,17,37,1.6787893,13.24661,"heap, pile up; heaped; piled; pile, load",lsj
νηλής,33,74,0,19,55,2.2843263,8.595178,"pitiless, ruthless; ruthless; resolute; dogged",lsj
νημερτής,26,-1,0,58,13,2.4850082,8.087111,"unerring, infallible; sure; that will infallibly be put in force; sure truths",lsj
νηπύτιος,9,35,2,2,25,3.9189973,7.914473,"a small amount or duration: ""he accepted the little they gave him""",agwn
νικάω,41,-1,19,4,78,2.2856803,11.228957,"conquer, prevail; conqueror; conquered; won the first prize",lsj
νιφάς,5,21,32,65,65,3.9851978,10.612043,snowflake; snowstorm; snow; shower,lsj
νιφόεις,5,100,10,7,4,1.2772038,9.448853,"snowy, snowclad; snow-white",lsj
νοέω,131,214,9,9,58,0.9166767,11.607983,"Excerpta e libris Herodiani; perceive by the eyes, observe; perceive by the mind, apprehend; take notice",lsj
νομεύς,13,56,12,5,22,5.633018,10.111746,"herdsman; dealer out, distributor; ribs",lsj
νομός,7,187,12,5,22,5.637848,11.088767,"place of pasturage; pasture; herbage, pasture; food",lsj
νοστέω,47,197,7,47,35,0.4063747,13.754081,"come home, return; return safe; return; come",lsj
νοσφίζομαι,9,-1,13,11,93,0.78466326,12.319114,,none
νοῦσος,5,207,16,31,7,3.2027748,11.259175,an impairment of health or a condition of abnormal functioning,agwn
νωλεμές,17,77,0,19,54,2.2179003,8.303819,"without pause, unceasingly; firmly; persevere; without pause",lsj
νωμάω,24,212,14,16,18,1.5757788,13.231161,"deal out, distribute; pour; the several; direct, guide",lsj
νόημα,18,169,10,0,16,1.8137285,10.519399,"that which is perceived, perception, thought; lightning; thought, purpose, idea, design; thought, concept",lsj
νόθος,11,-1,16,26,103,2.8253727,7.7752776,"bastard, baseborn; child of a citizen father and an alien mother; temple-attendants; cross-bred",lsj
νόος,99,215,16,26,41,3.7885933,11.61439,"mind; sense, wit; prudently; senselessly",lsj
νόστιμος,13,105,26,28,29,3.5105736,11.121938,belonging to a return; of return; the return; able,lsj
νόστος,58,105,26,28,29,3.427681,11.303011,"return home; chance of returning to; return; travel, journey",lsj
νόσφι,46,-1,21,1,52,1.8801475,6.728598,"aloof, apart, aside; aside; aloof from; besides, except",lsj
νύμφη,37,-1,15,78,38,5.665104,8.979061,"young wife, bride; marriageable maiden; daughter-in-law; young girl",lsj
νύξ,129,19,31,79,79,3.706343,10.365741,night; mght-season; a night; by night,lsj
νύσσα,5,4,11,52,107,3.6750762,10.810208,turning-post; turning-point; starting; winning-post,lsj
νύσσω,26,186,14,29,28,1.798965,13.836736,"touch with a sharp point, prick, stab, pierce; dinting; having nudged; prick",lsj
νῆσος,62,78,22,36,8,4.5930934,10.175852,island; the islands; land flooded; alluvial land,lsj
νῶροψ,8,144,26,67,67,4.047638,10.113704,flashing; bright,lsj
νῶτον,28,-1,8,64,129,5.190184,12.186489,back; chine; the back; rear,lsj
ξένιος,16,37,15,78,38,4.5416284,8.529534,"belonging to friendship and hospitality, hospitable; protector of the rights of hospitality; the guests’; guestʼs",lsj
ξένος,168,44,15,78,38,4.597966,8.417708,guest-friend; guest; visitor; guests,lsj
ξένος2,6,44,15,78,38,4.662611,8.41471,guest-friend; guest; visitor; guests,lsj (homographs merged)
ξέω,5,-1,14,29,28,1.3345104,13.58357,shave; plane; carve; shape by carving,lsj
ξίφος,61,158,1,8,96,4.555712,11.860938,sword; power of life and death; jus gladii; sword-shaped bone,lsj
ξανθός,42,-1,0,50,1,3.840431,8.764554,"yellow; brown, auburn; fair, golden; golden",lsj
ξεινήιον,8,37,2,2,69,4.4696326,8.618388,hostʼs gift; provision made for a guest; gifts of (guest-) friendship,lsj (relaxed match)
ξενίζω,12,37,15,78,38,4.51463,8.523527,receive; entertain as a guest; to present with; with,lsj
ξεστός,22,131,0,50,1,3.3507702,9.139568,"hewn, shaved, planed; carved; hewn; built of hewn stone",lsj
ξυστόν,5,158,1,8,96,5.111894,11.704966,"shaved; shaft, pole; shaft; spear",lsj
ξύλον,12,112,1,41,66,4.1406956,12.616217,"Abh. Berl. Akad; wood; firewood, timber; timber",lsj
ξύλοχος,6,0,11,23,44,4.875515,11.266588,"the act of brushing your teeth: ""the dentist recommended two brushes a day""",agwn
οἰκέω,7,87,14,16,59,2.257976,12.743589,"inhabit; have, enjoy; to be inhabited; the inhabited country",lsj
οἰκίον,20,128,1,41,66,4.2313232,12.484523,"house, palace; abode; palaces; private houses",lsj
οἰκεύς,7,34,15,78,38,4.8982215,8.723031,"inmate of oneʼs house; menial, servant; serf",lsj
οἰκτείρω,5,228,20,30,130,1.163702,11.980436,,none
οἰκτρός,7,51,21,71,17,3.6115131,6.727032,"pitiable; to be pitied for; pitiable, lamentable; sorry",lsj
οἰμωγή,6,165,12,5,5,2.7647052,11.299229,"wailing, lamentation",lsj
οἰμώζω,21,228,20,66,32,1.2446084,11.950665,"wail aloud, lament; plague take you !; pity, bewail; bewailed",lsj
οἰνοχοέω,6,209,14,16,18,1.711363,13.156665,,none
οἰνοχόος,5,-1,14,16,18,4.9308143,9.4383545,the attendant (usually an officer of a nobleman's household) whose duty is to fill and serve cups of wine,agwn
οἰωνός,28,56,6,46,10,5.456519,9.931092,"a large bird, bird of prey; birds; a bird of omen; augury",lsj
οἴγω,14,186,14,29,28,1.8391999,13.844206,open; opened the door; opened; véga,lsj
οἴκαδε,70,90,21,71,17,4.889965,6.835262,"to oneʼs house, home; country, homewards; to peopleʼs houses; at home",lsj
οἴκοθεν,5,-1,21,1,100,2.2197635,7.1189513,"from oneʼs house, from home; from home; domestic affairs; at home, within",lsj
οἴκοι,6,91,21,1,52,1.9677906,7.115457,"at home, in the house; domestic affairs; home products; oneʼs own country",lsj
οἴκτιστος,5,93,2,44,49,3.3574736,7.764517,"most pitiable, lamentable",lsj
οἴομαι,107,206,4,43,43,-0.2862541,11.486661,"forebode, presage; expect; suspect; fear",lsj
οἴχομαι,79,226,7,47,50,-0.018037437,14.029255,"come; go, go away, go off; he has gone, departed; he had gone",lsj
οἶδα,268,214,9,9,99,0.81939995,11.236369,know; knew; Stadtrecht von Gortyn; Koische Forschungen,lsj
οἶκος,133,171,11,69,34,5.129499,10.887828,house; built houses; any dwelling-place; cave,lsj
οἶκόνδε,19,90,21,71,17,4.9775906,6.8745255,home; to the womenʼs chamber,lsj
οἶνος,122,120,6,45,45,3.5970552,12.807056,wine; cups; wines; in vino veritas,lsj
οἶνοψ,17,144,26,67,67,4.28793,10.062966,"wine-coloured; wine-dark; wine-red, deep-red",lsj
οἶος,151,84,21,77,3,2.7695198,6.999154,"alone, lonely; alone; naught but; only",lsj
οἶτος,11,-1,26,28,29,3.36212,11.46086,"fate, doom; lot; ibo",lsj
οὐδείς,18,109,21,10,101,3.3349988,6.5915914,"not one; no one, none; no set; every one",lsj
οὐδός,45,187,12,5,22,5.578834,11.215781,"threshold; threshold of a house; threshold, entrance; lintel",lsj
οὐκέτι,69,109,21,10,101,3.4132495,6.561937,"no more, no longer, no further; not now",lsj
οὐλή,7,163,1,8,121,4.0285516,11.025827,"wound scarred over, scar",lsj
οὐλοχύται,7,30,6,46,10,5.098021,10.27725,barley-groats; coarsely-ground barley sprinkled,lsj
οὐλόμενος,11,-1,31,34,131,3.0149407,9.8738165,"accursed; ruined, lost; unhappy, wretched",lsj
οὐρανόθεν,19,89,21,1,52,2.4951599,6.909023,"from heaven, down from heaven",lsj
οὐρανός,84,18,32,65,65,4.0233707,10.297747,"heaven; vault; firmament of heaven, sky; Heaven",lsj
οὐτάζω,34,81,1,72,72,1.583409,13.616903,,none
οὐτάω,47,81,1,72,72,1.7980484,13.789044,"wound, hurt, hit; wound by striking; thrusting; pierced",lsj
οὐτιδανός,6,77,0,50,2,2.1662705,8.377002,"of no account, worthless; reckless; quid; cid",lsj
οὔπως,6,109,31,34,113,3.4293802,6.469751,"no-how, in no wise, not at all",lsj
οὔτι,31,109,21,10,101,3.3878014,6.5220513,"having or prompted by wisdom or discernment: ""a wise leader""; ""a wise and perceptive comment""",agwn
οὕνεκα,58,125,31,34,113,3.3206313,6.23371,"on account of which, wherefore; because; that; the fact that",lsj
οὖδας,27,154,1,72,72,4.884781,12.592511,"surface of the earth, ground; surface; the dust; on the ground",lsj
οὖλος2,9,143,1,8,98,4.1390896,10.50618,"woolly, of thick, fleecy wool; crisp, close-curling; crisp, woolly; twisted, twined, curly, crinkled",lsj (homograph 2)
οὖλος3,8,-1,25,25,105,4.013289,10.178349,"destructive, baneful, cruel; cruel; death-cry",lsj (homograph 3)
οὖρος,23,-1,25,25,105,4.0375957,10.206465,fair wind; rough breeze; storm; the wind,lsj
οὖρος2,6,-1,25,25,105,4.000352,10.138722,"watcher, guardian; sorwos; pasu(š)-haurva; haurvaiti",lsj (homograph 2)
οὖς,27,-1,1,72,72,4.9474626,12.497759,Cultes Egyptiens; ear; the ear; ears,lsj
πάγχυ,24,58,2,44,49,2.6819794,7.5997696,"wholly, entirely; fully",lsj
πάλαι,17,44,16,26,47,3.9875803,7.6328397,long ago; once upon a time; long; of old,lsj
πάλλω,25,186,14,29,28,1.8289511,13.491504,"poise, sway; sway, brandish; toss; drove",lsj
πάμπαν,36,69,21,77,3,3.1257567,7.0449295,"wholly, altogether; not at all, by no means",lsj
πάμπρωτος,8,69,2,44,49,2.7627277,7.4877667,"the very first, first of all",lsj
πάννυχος,5,-1,21,1,52,2.2310417,7.907254,lasting all the night; the livelong night,lsj
πάντοθεν,9,-1,21,77,3,2.1700494,7.1137924,"from all quarters, from every side",lsj
πάντοσε,29,89,21,77,3,2.5165339,6.825897,"every way, in all directions",lsj
πάντῃ,33,84,21,77,3,2.8678467,6.9070997,"every way, on every side; on every side; in every way, altogether; quite",lsj
πάρειμι,45,108,10,0,16,1.6633711,10.563191,sum; to be by; present; near,lsj
πάρημαι,13,-1,35,35,0,0.5907433,14.123605,to be seated beside; seated by; seated at; dwell beside,lsj
πάροιθε,26,-1,21,1,52,2.0168936,6.782358,"before; in the presence of; before, in front; formerly",lsj
πάρος,95,44,16,26,47,3.919006,7.568237,"aforetime, formerly; up to now, hitherto; before; not until",lsj
πάσσαλος,6,0,11,23,44,4.7236295,11.4049225,peg; stakes; pale; a pin,lsj
πάσσω,9,212,14,29,28,1.699904,13.3958845,sprinkle; laying; upon; sprinkle some,lsj
πάσσων,5,94,2,44,49,3.4227488,7.59918,"thicker, stouter",lsj
πάσχω,110,-1,2,68,61,1.3929585,11.389142,"have; done to one, suffer; to be treated; suffer",lsj
