lemma,sense_id,n_occ,field_hdbscan,field_label,field_ward_25,gloss,top_context_lemmas
ἄριστος,0,4,14,"dreams, augur, strong, powerful busied",21,best; noblest; a chief; bravest,Ἀχαιός Κάλχας ναῦς Ἀπόλλων εὔχομαι Δαναοί Ἀγαμέμνων τίνω ἀνίστημι Θεστορίδης οἰωνοπόλος οἶδα
ἀμύνω,0,4,20,"destroy, accept, away, lay",7,"keep off, ward off; to be kept off; for; from whom",λοιγός ἀεικής μάντις εἴρω2 ἱερεύς ὀνειροπόλος ὄναρ Ζεύς εἶπον τόσος χώομαι Φοῖβος
Ἀργεῖος,0,4,22,"greeks, olympus, men, cronos",25,"from Argos, Argive; the Greeks; Argolis; womenʼs shoes",ἀνήρ ἄναξ οἴομαι χολόω μέγας πᾶς κρατέω πείθω Ἀχαιός γέρας ἑτοιμάζω οἶος
ἀεικής,0,4,-1,,21,"unseemly, shameful; inconvenience; meagre; strange",λοιγός ἀμύνω Δαναοί πατήρ ἀπωθέω φίλος δίδωμι ἑλικῶπις κόρη ἀπρίατος ἀνάποινος ἄγω
κατανεύω,0,4,34,"speak, attempt, ask, make",8,"nod assent; grant, promise; consent to; make a signbynoddingthehead",κεφαλή νημερτής ὑπισχνέομαι ἀπεῖπον δέος οἶδα ὅσος πᾶς ἄτιμος θεός πείθω παλινάγρετος
γιγνώσκω,0,4,11,"know, perceive, better, des",7,"come to know, perceive; know; know by reflection; know by observation",Ἀχαιός Παλλάς Ἀθήνη πειράω φρήν μιμνήσκω παρέζομαι λαμβάνω γόνυ ἐθέλω Τρώς ἀρήγω
χαίρω,0,4,-1,,6,"rejoice, be glad; to rejoice; rejoice at, take pleasure in; express oneʼs joy",μέγας Τρώς Πρίαμος παῖς ἀναιδής ἕπομαι τιμή ἄρνυμαι Μενέλαος κυνώπης γηθέω θυμός
μάντις,0,4,-1,,24,"diviner, seer, prophet; prophet; presager, foreboder; prophetic",εἶπον εἴρω2 ἱερεύς ὀνειροπόλος ὄναρ Ζεύς τόσος χώομαι Φοῖβος Ἀπόλλων εὐχωλή ἐπιμέμφομαι
καίω,0,4,28,"cut, leave, draw, stream",4,"kindle; they lighted them; to be lighted, burn; which blaze",Σμινθεύς χαρίεις ναός ἐρέφω πίων μηρία ταῦρος αἴξ κραίνω ἔλδωρ πυρή νέκυς
τιμάω,0,4,2,"dishonour, bend, alive, awe",7,"honour, revere, reverence; bestow honours; reward; will honour",Ἀχαιός μητίετα Ζεύς μέγας ἴπτομαι λαός υἱός ὠκύμορος πέλω οἴομαι κατανεύω ἐτήτυμος
δύναμαι,0,4,13,"wish, owe, willing, urge",8,"to be able, strong enough; canst; powerful, mighty; multum valet",ἄχνυμαι χραισμέω πολύς Ἕκτωρ ἀνδροφόνος θνήσκω πίπτω περιέχω παῖς ἐύς πράσσω
τιμή,0,4,-1,,10,"worship, esteem, honour; honours; due regard; paid to them by",Τρώς βασιλεύς Ζεύς ὀφέλλω μέγας ἀναιδής ἕπομαι χαίρω ἄρνυμαι Μενέλαος κυνώπης Πηλείδης
θάλασσα,0,4,8,"sea, earth, land, salt",13,sea; salt lake; maritime affairs; a sea,βαίνω ἀκέων θίς πολύφλοισβος βοῦς ἐλαύνω ἵππος Φθία ἐριβῶλαξ βωτιάνειρα καρπός1 δηλέομαι
ἀγλαός,0,4,1,"grief, gift, splendid, thigh bones",11,"splendid, shining, bright; splendid, beautiful; noble, glorious; beautiful",δέχομαι ἄποινα πᾶς ἐπευφημέω Ἀχαιός αἰδέομαι ἱερεύς Δαναοί θεοπροπέω ἀγορεύω ἑκηβόλος ἄλγος
Βρισηίς,0,4,36,"peleus, son, nether, world place",20,,ἄγω καλλιπάρηος κλισία εἶμι γέρας εἶδον ὅσος φέρτερος στυγέω ἴσος φημί ὁμοιόω
ἀκέων,0,4,-1,,8,"softly, silently",κάθημαι βαίνω θίς πολύφλοισβος θάλασσα ἧμαι ἐπιγνάμπτω φίλος κῆρ
δέω,0,4,28,"cut, leave, draw, stream",4,"bind, tie, fetter; to bind; tie; bind, keep in bonds",δαίς1 θυμός ἴσος πρυμνήσιος παύω πόνος τεύχω δαίνυμι φόρμιγξ περικαλλής ἔχω Ἀπόλλων
ἀμείνων,0,4,11,"know, perceive, better, des",21,"better; stouter, stronger, braver; the better sort; ʼtis better",πείθω ἐθέλω δίδωμι βία πατήρ
ἥλιος,0,4,0,"early, morn, light, day",16,"sun; the light of life, live; East; eastern",καταδύω ἕκαστος κνέφας ἔρχομαι κοιμάω πρυμνήσιος ναῦς καταπίπτω Λῆμνος πρόπας ἦμαρ δαίνυμι
χραισμέω,0,4,24,"arm, fight, anger, judgement",6,ward off; from one; keep; off,εἶμι θεός δύναμαι ἄχνυμαι γέρων κοῖλος ναῦς κιχάνω δηθύνω ὕστερος σκῆπτρον στέμμα
ἀέκων,0,4,-1,,8,"involuntary, constrained; invito Jove; unwillingly; involuntary",γυνή θοός ναῦς μέλας φέρω ἀναιρέω βαίνω θίς ἅλς1 ἀτρύγετος κίω λείπω
λαμβάνω,0,4,33,"throw, crown, choose, hurl",4,"take; receive; take hold of, grasp, seize; caught",γόνυ Ἀχαιός Ἀτρεΐων χόλος μιμνήσκω παρέζομαι ἐθέλω Τρώς ἀρήγω πρύμνα ἅλς1 εἴλω
ἀκούω,0,4,29,"hear, rouse, escape notice, waste",8,"hear; hear of, hear tell of; hear of; from",εὔχομαι Ἀπόλλων φίλος πατήρ μέγαρον φημί κελαινεφής Κρονίων οἶος ἀθάνατος ἀεικής λοιγός
ἱερεύς,0,4,-1,,10,"priest, sacrificer, diviner; pontifex; pont. maximus; a minister",Ἀχαιός ἄποινα Ἀπόλλων πᾶς ἐπευφημέω αἰδέομαι ἀγλαός δέχομαι μάντις εἴρω2 ὀνειροπόλος ὄναρ
πόλις,0,4,17,"troy, phthia, city, pear",14,city; the citadel; the city of; oneʼs city,Ἀχαιός δίδωμι ἐκπέρθω Ἀτρείδης ἐυκνήμις θεός Ὀλύμπιος δῶμα ἔχω Πρίαμος ἱκνέομαι δατέομαι
ἐρύω1,0,4,28,"cut, leave, draw, stream",7,"drag, draw; drag; away, rescue; off for plunder, ransom",ναῦς μέλας ἅλς1 δῖος ἦτορ στῆθος λάσιος μερμηρίζω φάσγανον ὀξύς μηρός ἀνίστημι
καθέζομαι,0,4,32,"sit, stay, leap, stand",4,"sit down, take oneʼs seat; preside; taking their seats; sit down in, occupy",δάκρυ χέω χείρ καταρρέζω ἔπος φημί ὀνομάζω Κρονίων κῦδος γαίω θρόνος
καταδύω,0,4,0,"early, morn, light, day",4,"go down, sink, set; to be sunk; disabled; duck",ἥλιος ἕκαστος κνέφας ἔρχομαι κοιμάω πρυμνήσιος ναῦς καταπίπτω Λῆμνος πρόπας ἦμαρ δαίνυμι
χολόω,0,4,24,"arm, fight, anger, judgement",6,"anger, provoke; to anger; to be angered; provoked to anger",βασιλεύς νόσος στρατός ὄρνυμι κακός οἴομαι ἀνήρ μέγας πᾶς Ἀργεῖος κρατέω πείθω
ἔρις,0,4,26,"strength, death, strife, fear",10,"strife, quarrel, contention; battle-strife; quarrel, strife; discord",λήγω θεός συνίημι μάχομαι φίλος πόλεμος μάχη Ἀγαμέμνων πρῶτος ἐπαπειλέω Ἀχιλλεύς
θίς,0,4,8,"sea, earth, land, salt",15,"heap; sand-banks; sandy deserts; beach, shore",ἅλς1 βαίνω ἀτρύγετος ἀκέων πολύφλοισβος θάλασσα ἔρδω Ἀπόλλων τελήεις ἑκατόμβη ταῦρος αἴξ
παύω,0,4,-1,,8,"make to end; bring to an end, check; stop; silence",Ἀτρείδης θυμός μένος δαίς1 ἦτορ στῆθος λάσιος μερμηρίζω φάσγανον ὀξύς ἐρύω1 μηρός
γόνυ,0,4,19,"thigh, knee, nail, sheath",12,knee; clasping the knees; on my knees; the knee,λαμβάνω Ἀχαιός μιμνήσκω παρέζομαι ἐθέλω Τρώς ἀρήγω πρύμνα ἅλς1 εἴλω κτείνω πᾶς
τίκτω,0,4,28,"cut, leave, draw, stream",23,"bring into the world, engender; beget; bring forth; parents",πολύς κίω ἀράομαι γεραιός Ἀπόλλων ἄναξ εὔκομος Λητώ μήτηρ μινυνθάδιος τιμή ὀφέλλω
Χρύση,0,4,17,"troy, phthia, city, pear",14,,κλύω ἀργυρότοξος ἀμφιβαίνω Κίλλα ζάθεος Τένεδος ἀνάσσω ἄγω ἱερός ἑκατόμβη Δαναοί ἀεικής
ἀγορεύω,0,4,34,"speak, attempt, ask, make",8,"speak in the assembly, harangue; address; to address the house?; counsel",οἶδα Δαναοί θεοπροπέω ἑκηβόλος ἄλγος τεύχω κόρη Χρυσηίς ἀγλαός ἄποινα ἐθέλω δέχομαι
γαῖα,0,3,8,"sea, earth, land, salt",13,"land, country; land; earth; the earth",σκῆπτρον βάλλω χρύσεος ἧλος πείρω μέγας πένθος Ἀχαιΐς ἱκάνω μεθομιλέω Πύλος ἔρχομαι
φωνέω,0,3,7,"fear, rejoice, tears, cower",6,produce a sound; tone; speak loud; clearly,ἔπος πτερόεις προσαυδάω ἀποβαίνω
φαίνω,0,3,0,"early, morn, light, day",4,"bring to light, cause to appear; make; appear; show by baring",ξανθός κόμη αἱρέω Πηλείων οἶος δεινός ὄσσε ἠριγένεια ῥοδοδάκτυλος ἠώς ἀνάγω στρατός
ἄνθρωπος,0,3,16,"son, lord, man, old",25,"man; gods; the men; the ideal man, humanity",γίγνομαι θεός γενεά μέροψ φθίω τρέφω Πύλος ἠγάθεος μάρτυρος μάκαρ θνητός βασιλεύς
πότνια,0,3,-1,,19,"mistress, queen; queen; revered, august",βοῶπις Ἥρα κλύω μήτηρ ἧμαι βένθος ἅλς1 πατήρ γέρων ἀμείβω δείδω
ἀρήγω,0,3,-1,,7,"aid, succour; succour in war; help, succour; to be good for",Τρώς Ἀχαιός ὄμνυμι πρόφρων ἔπος χείρ μιμνήσκω παρέζομαι λαμβάνω γόνυ ἐθέλω πρύμνα
ἔλδωρ,0,3,-1,,21,"wish, longing, desire",κραίνω Σμινθεύς χαρίεις ναός ἐρέφω πίων μηρία καίω ταῦρος αἴξ ἐπικραίνω Ζεύς
δῶρον,0,3,1,"grief, gift, splendid, thigh bones",11,"gift, present, gift of honour; votive gift; offering; the gifts of",τόσος πάρειμι ἀγλαός ὕβρις πολύς λωίων στρατός εὐρύς Ἀχαιός ἀφαιρέω ἀντίος εἶπον
πλείων,0,3,-1,,21,more; the majority; greater; further,πολυάιξ πόλεμος χείρ διέπω καρτερός θεά γείνομαι μήτηρ φέρτατος ἀνάσσω δίδωμι αἱρέω
κῆρυξ,0,3,16,"son, lord, man, old",24,"herald, pursuivant; public messenger, envoy; messengers between nations at war; crier",Ταλθύβιος Εὐρυβάτης προσεῖπον ὀτρηρός θεράπων χαίρω Ζεύς ἄγγελος ἀνήρ νέος βαίνω ἄγω
ἱκάνω,0,3,-1,,7,"come; to come to; reach, attain to; are fulfilled",μέγας πένθος Ἀχαιΐς γαῖα Ὀδυσσεύς Χρύση ἄγω ἱερός ἑκατόμβη κοιμάω γλυκύς ὕπνος
στέμμα,0,3,1,"grief, gift, splendid, thigh bones",10,"wreath, garland, chaplet; shrine with chaplcts decked; crowns of office; wreaths of wool",ναῦς Ἀπόλλων σκῆπτρον ἔρχομαι θοός Ἀχαιός λύω θυγάτηρ φέρω ἀπερείσιος ἄποινα ἔχω
κῦμα,0,3,8,"sea, earth, land, salt",13,"anything swollen; pregnant; wave, billow; swell",στεῖρα πορφύρεος μέγας ἰάχω ναῦς εἶμι θέω διαπράσσω κέλευθος ἀναδύνω θάλασσα
χρύσεος,0,3,5,"silver, overgrown, gold, breast",15,golden; enriched; adorned with gold; gold,Ἀπόλλων σκῆπτρον ἔρχομαι θοός ναῦς Ἀχαιός λύω θυγάτηρ φέρω ἀπερείσιος ἄποινα στέμμα
νέος,0,3,15,"youth, safe, small, honour",24,"young, youthful; youths; youth upwards; youth",ἄμφω βαίνω κῆρυξ ἄγω κόρη Βρισεύς δίδωμι υἱός Ἀχαιός ἔχω πεμπώβολον χείρ
κνῖσα,0,3,-1,,12,steam and odour of fat; smell; savour of a burnt sacrifice; odour of savoury meat,μάντις εἴρω2 ἱερεύς ὀνειροπόλος ὄναρ Ζεύς εἶπον τόσος χώομαι Φοῖβος Ἀπόλλων εὐχωλή
ἔρομαι,0,3,34,"speak, attempt, ask, make",8,"ask, inquire; learn by inquiry; ask after; for",δεύτερος μεταλλάω
βούλομαι,0,3,13,"wish, owe, willing, urge",8,"will, wish, be willing; wish is will; willed; that supports",μάντις εἴρω2 ἱερεύς ὀνειροπόλος ὄναρ Ζεύς εἶπον τόσος χώομαι Φοῖβος Ἀπόλλων εὐχωλή
ἄλγος,0,3,1,"grief, gift, splendid, thigh bones",1,pain; sufferings; grief; grief for,δίδωμι ἑκηβόλος μυρίος Ἀχαιός τίθημι Δαναοί θεοπροπέω ἀγορεύω τεύχω κόρη Χρυσηίς ἀγλαός
πρόφρων,0,3,-1,,21,"with forward mind; of oneʼs free will; fain; kindly, gracious, willing",ἔπος ὄμνυμι χείρ ἀρήγω ἀναίδεια ἐπιέννυμι κερδαλεόφρων πείθω Ἀχαιός ὁδός ἔρχομαι ἀνήρ
κέλομαι,0,3,13,"wish, owe, willing, urge",8,"urge, exhort, command; commands; advise; constrained",Ἀχιλλεύς Ζεύς φίλος μυθέομαι μῆνις Ἀπόλλων ἑκατηβελέτης ἄναξ ἀποδίδωμι πρῶτος θεός ἱλάσκομαι
ἀτιμάω,0,3,2,"dishonour, bend, alive, awe",7,"dishonour, disdain",Ἀγαμέμνων εὐχωλή ἐπιμέμφομαι ἑκατόμβη ἀρητήρ Ἀτρείδης εὐρύς κρείων ἄναξ ἀνήρ
προίημι,0,3,10,"send, set, lead, having",8,"send forth, send forward; send; forward; will allow",θεός εἶπον ἐπαίτιος Ἀγαμέμνων Βρισηίς κόρη
φρονέω,0,3,7,"fear, rejoice, tears, cower",6,"to be minded; have understanding, be wise, prudent; counsel; to be",ἀγοράομαι μετεῖπον φίλος κρυπτάδιος δικάζω
ἕκαστος,0,3,11,"know, perceive, better, des",9,each; every one; every single; all and each severally,καταδύω λαμπρός φάος ἥλιος κατακείω βαίνω οἶκος δῶμα περικλυτός ἀμφιγυήεις Ἥφαιστος ποιέω
ξίφος,0,3,26,"strength, death, strife, fear",10,sword; power of life and death; jus gladii; sword-shaped bone,ἕλκω κολεόν μέγας ὁρμαίνω φρήν θυμός ἔρχομαι Ἀθήνη χείρ ὠθέω
νεφεληγερέτα,0,3,-1,,20,cloud-gatherer,πρόσφημι Ζεύς μέγας ὀχθέω ἀπαμείβομαι
χέω,0,3,7,"fear, rejoice, tears, cower",6,"pour; pour out, let flow; snows; gush forth",δάκρυ φημί καθέζομαι χείρ καταρρέζω ἔπος ὀνομάζω ἀμείβω Θέτις
μάκαρ,0,3,21,"mortal, earth, ones, perfect",25,"blessed, happy; the blessed ones; gods; blest, fortunate",θεός μάρτυρος θνητός ἄνθρωπος βασιλεύς ἀπηνής χρεώ γίγνομαι ἀεικής λοιγός ἀμύνω ὑποδείδω
