lemma,sense_id,n_occ,field_hdbscan,field_label,field_ward_25,gloss,top_context_lemmas
ἀναιδής,0,1,9,"greedy, silver bow, terribly, ruthless",22,"shameless; ruthless; the reckless, ruthless; greedy",μέγας ἕπομαι χαίρω τιμή ἄρνυμαι Μενέλαος κυνώπης Τρώς
Τροία,0,1,17,"troy, phthia, city, pear",14,Troy; ‘Troy-town’; the Troad; from Troy,Ἀχαιός τριπλόος τετραπλόος ἀποτίνω Ζεύς δίδωμι πόλις εὐτείχεος ἐξαλαπάζω
ἄρνυμαι,0,1,2,"dishonour, bend, alive, awe",8,"win, gain; striving; maintaining; trying to win, striving to secure",μέγας ἀναιδής ἕπομαι χαίρω τιμή Μενέλαος κυνώπης Τρώς
Μενέλαος,0,1,-1,,18,Abiding-men,μέγας ἀναιδής ἕπομαι χαίρω τιμή ἄρνυμαι κυνώπης Τρώς
κυνώπης,0,1,-1,,22,dog-eyed; shameless one,μέγας ἀναιδής ἕπομαι χαίρω τιμή ἄρνυμαι Μενέλαος Τρώς
μετατρέπομαι,0,1,-1,,8,,
μογέω,0,1,-1,,7,"toil, suffer; suffers; tired; with pain",γέρας ἀφαιρέω ἀπειλέω πολύς δίδωμι υἱός Ἀχαιός
ναίω,0,1,17,"troy, phthia, city, pear",14,"dwell, abide; dwell in, inhabit; to be inhabited; lie, be situated",ἴσος ἔχω γέρας Ἀχαιός Τρώς ἐκπέρθω πτολίεθρον
πτολίεθρον,0,1,17,"troy, phthia, city, pear",14,,ἴσος ἔχω γέρας Ἀχαιός Τρώς ἐκπέρθω ναίω
αἴτιος,0,1,31,"tolerable, worth, fulfil, accused",21,"culpable, responsible; the most guilty; the accused, the culprit; they who have sinned against",Τρώς ἔρχομαι αἰχμητής μάχομαι
ὁδός,0,1,32,"sit, stay, leap, stand",9,"way, road; course, channel; to truth; further on the way, forwards",ἀναίδεια ἐπιέννυμι κερδαλεόφρων πρόφρων ἔπος πείθω Ἀχαιός ἔρχομαι ἀνήρ μάχομαι
κερδαλεόφρων,0,1,9,"greedy, silver bow, terribly, ruthless",22,greedy of gain; crafty,ἀναίδεια ἐπιέννυμι πρόφρων ἔπος πείθω Ἀχαιός ὁδός ἔρχομαι ἀνήρ μάχομαι
ἐπιέννυμι,0,1,9,"greedy, silver bow, terribly, ruthless",22,put on besides; over; threw; clad in,ἀναίδεια κερδαλεόφρων πρόφρων ἔπος πείθω Ἀχαιός ὁδός ἔρχομαι ἀνήρ μάχομαι
εὐτείχεος,0,1,39,"unresting snowed, dazzling, deep, confused",20,well-walled,Ἀχαιός τριπλόος τετραπλόος ἀποτίνω Ζεύς δίδωμι πόλις Τροία ἐξαλαπάζω
ἐξαλαπάζω,0,1,25,"luo, shut, look gaze, loosen",7,"sack, storm; empty; of its inhabitants, clear; out",Ἀχαιός τριπλόος τετραπλόος ἀποτίνω Ζεύς δίδωμι πόλις Τροία εὐτείχεος
θεοείκελος,0,1,9,"greedy, silver bow, terribly, ruthless",20,godlike,ἀγαθός Ἀχιλλεύς κλέπτω νόος παρέρχομαι πείθω
κλέπτω,0,1,29,"hear, rouse, escape notice, waste",8,clèpere; hlifan; hliftus; steal,ἀγαθός θεοείκελος Ἀχιλλεύς νόος παρέρχομαι πείθω
παρέρχομαι,0,1,31,"tolerable, worth, fulfil, accused",8,"ibo; go by, beside; past, pass by; passed away",ἀγαθός θεοείκελος Ἀχιλλεύς κλέπτω νόος πείθω
δεύω2,0,1,2,"dishonour, bend, alive, awe",6,"miss, want; he missed, failed; feel the want; loss of, be without",ἐθέλω ἔχω γέρας ἧμαι
ἀποδίδωμι,0,1,20,"destroy, accept, away, lay",10,"give up; back, restore, return; render what is due, pay; give",κέλομαι
ἀραρίσκω,0,1,25,"luo, shut, look gaze, loosen",7,"join, fit together; join together, fasten; knitted; pack up",δίδωμι γέρας μεγάθυμος Ἀχαιός θυμός ἀντάξιος
ἀντάξιος,0,1,31,"tolerable, worth, fulfil, accused",21,worth just as much as; worth; itself; worth as much as,δίδωμι γέρας μεγάθυμος Ἀχαιός ἀραρίσκω θυμός
μεταφράζω,0,1,34,"speak, attempt, ask, make",7,paraphrase; translate; consider after,
εἷς,0,1,-1,,24,"sem; one, one; single man; single",ἀνήρ ἀρχός βουληφόρος Αἴας Ἰδομενεύς δῖος Ὀδυσσεύς Πηλείδης πᾶς ἔκπαγλος Ἑκάεργος ἱλάσκομαι
βουληφόρος,0,1,14,"dreams, augur, strong, powerful busied",24,"counselling, advising; like a counsellor",ἀνήρ εἷς ἀρχός Αἴας Ἰδομενεύς δῖος Ὀδυσσεύς Πηλείδης πᾶς ἔκπαγλος Ἑκάεργος ἱλάσκομαι
Ἰδομενεύς,0,1,-1,,24,,ἀνήρ εἷς ἀρχός βουληφόρος Αἴας δῖος Ὀδυσσεύς Πηλείδης πᾶς ἔκπαγλος Ἑκάεργος ἱλάσκομαι
ἔκπαγλος,0,1,9,"greedy, silver bow, terribly, ruthless",22,"terrible, violent; terribly, vehemently, exceedingly; beyond all measure; marvellous, wondrous",ἀνήρ εἷς ἀρχός βουληφόρος Αἴας Ἰδομενεύς δῖος Ὀδυσσεύς Πηλείδης πᾶς Ἑκάεργος ἱλάσκομαι
ἀναίδεια,0,1,-1,,10,shamelessness; unforgivingness,ἐπιέννυμι κερδαλεόφρων πρόφρων ἔπος πείθω Ἀχαιός ὁδός ἔρχομαι ἀνήρ μάχομαι
ἀναφαίνω,0,1,-1,,7,"cause to give light, make to blaze up; bring to light, produce; show forth, make known, display; send forth a loud",εὔχομαι Δαναοί Ἀπόλλων Ζεύς φίλος Κάλχας θεοπροπία ζάω χθών δέρκομαι κοῖλος ναῦς
θεοπρόπιον,0,1,-1,,25,,θαρσέω εἶπον οἶδα
σώζω,0,1,2,"dishonour, bend, alive, awe",7,"save, keep; save from death, keep alive; spare; to be saved, kept alive, preserved",φράζω
γεραιός,0,1,16,"son, lord, man, old",24,"old; reverend sire; the elders, senators; eldest",πολύς κίω ἀράομαι Ἀπόλλων ἄναξ εὔκομος τίκτω Λητώ
ἔπειμι,0,1,-1,,7,"sum; to be upon; to be upon, be set upon; to be attached",γῆρας οἶκος Ἄργος πάτρη ἱστός ἐποίχομαι λέχος ἀντιάω
Ἄργος,0,1,17,"troy, phthia, city, pear",18,,γῆρας ἔπειμι οἶκος πάτρη ἱστός ἐποίχομαι λέχος ἀντιάω
πάτρη,0,1,-1,,21,,γῆρας ἔπειμι οἶκος Ἄργος ἱστός ἐποίχομαι λέχος ἀντιάω
ἐρεθίζω,0,1,29,"hear, rouse, escape notice, waste",8,"rouse to anger, rouse to fight; challenge to; provoke to curiosity; excite, chafe",σῶς νέομαι
νέομαι,0,1,11,"know, perceive, better, des",7,come; go back; return; násate,ἐρεθίζω σῶς
πολύφλοισβος,0,1,39,"unresting snowed, dazzling, deep, confused",20,loud-roaring; confused,βαίνω ἀκέων θίς θάλασσα
εὔκομος,0,1,38,"shooting, far, fingered large, feeding",20,lovely-haired; well-fleeced; with goodly foliage,πολύς κίω ἀράομαι γεραιός Ἀπόλλων ἄναξ τίκτω Λητώ
τόξον,0,1,1,"grief, gift, splendid, thigh bones",1,"bow; the bow; by guess; bowmanship, archery",βαίνω Ὄλυμπος κάρηνον χώομαι κῆρ ὦμος ἔχω ἀμφηρεφής φαρέτρα
Σμινθεύς,0,1,-1,,22,the Sminthian; mouse-killer; games at festival of Apollo,χαρίεις ναός ἐρέφω πίων μηρία καίω ταῦρος αἴξ κραίνω ἔλδωρ
χαρίεις,0,1,-1,,6,"graceful, beautiful; gracious; acceptable; elegant, accomplished",Σμινθεύς ναός ἐρέφω πίων μηρία καίω ταῦρος αἴξ κραίνω ἔλδωρ
ναός,0,1,-1,,14,"temple; inmost part of a temple, shrine; portable shrine",Σμινθεύς χαρίεις ἐρέφω πίων μηρία καίω ταῦρος αἴξ κραίνω ἔλδωρ
ἐρέφω,0,1,33,"throw, crown, choose, hurl",7,"cover with a roof; thatched; cover with a crown, crown; crown oneself",Σμινθεύς χαρίεις ναός πίων μηρία καίω ταῦρος αἴξ κραίνω ἔλδωρ
πίων,0,1,-1,,14,"fat; rich; wealthy, abounding; plenteous",Σμινθεύς χαρίεις ναός ἐρέφω μηρία καίω ταῦρος αἴξ κραίνω ἔλδωρ
μηρία,0,1,1,"grief, gift, splendid, thigh bones",1,thigh-bones; thigh-bones in their fat; thighs,Σμινθεύς χαρίεις ναός ἐρέφω πίων καίω ταῦρος αἴξ κραίνω ἔλδωρ
δάκρυον,0,1,27,"blood, heart, feeling, life",9,"tear; that which drops like tears, gum, sap",τίνω Δαναοί βέλος
γῆρας,0,1,27,"blood, heart, feeling, life",9,"old age; cast skin, slough of a serpent",ἔπειμι οἶκος Ἄργος πάτρη ἱστός ἐποίχομαι λέχος ἀντιάω
ὕστερος,0,1,-1,,21,"latter, last; úttaras, uttamás; latter; coming after, behind",γέρων κοῖλος ναῦς κιχάνω δηθύνω εἶμι χραισμέω σκῆπτρον στέμμα θεός
δηθύνω,0,1,-1,,6,"tarry, delay; to be prolonged; to be slow",γέρων κοῖλος ναῦς κιχάνω ὕστερος εἶμι χραισμέω σκῆπτρον στέμμα θεός
κιχάνω,0,1,-1,,7,"reach, hit; light upon, meet with; reach, overtake; shall reach",γέρων κοῖλος ναῦς δηθύνω ὕστερος εἶμι χραισμέω σκῆπτρον στέμμα θεός
οὐλόμενος,0,1,2,"dishonour, bend, alive, awe",6,"accursed; ruined, lost; unhappy, wretched",μῆνις ἀείδω θεά Πηλείδης Ἀχιλλεύς
μυρίος,0,1,1,"grief, gift, splendid, thigh bones",1,"numberless, countless, infinite; measureless, immense, in finite; boundless; all kinds of",Ἀχαιός ἄλγος τίθημι
ἴφθιμος,0,1,14,"dreams, augur, strong, powerful busied",21,"stout, strong; comely, stately; strong, powerful",πολύς ψυχή Ἅιδης προιάπτω ἥρως
ψυχή,0,1,12,"speech, stature, growth, heart",10,"life; lives; dear as life; departed spirit, ghost",πολύς ἴφθιμος Ἅιδης προιάπτω ἥρως
Ἅιδης,0,1,36,"peleus, son, nether, world place",18,Hades; nether; to the nether world; place of departed spirits,πολύς ἴφθιμος ψυχή προιάπτω ἥρως
προιάπτω,0,1,33,"throw, crown, choose, hurl",8,"send forth, hurl away; project",πολύς ἴφθιμος ψυχή Ἅιδης ἥρως
ἑλώριον,0,1,-1,,11,,τεύχω κύων οἰωνός πᾶς
οἰωνός,0,1,3,"bull, bird, night, chariot",12,"a large bird, bird of prey; birds; a bird of omen; augury",ἑλώριον τεύχω κύων πᾶς
διίστημι,0,1,6,"ward, divide, resolve, apart separate",5,"set apart, separate; set; at variance with; divide",πρῶτος ἐρίζω Ἀτρείδης ἄναξ ἀνήρ δῖος Ἀχιλλεύς
νόσος,0,1,-1,,10,"sickness, disease, plague; distress, anguish; disease of mind; madness",βασιλεύς χολόω στρατός ὄρνυμι κακός
ὄρνυμι,0,1,33,"throw, crown, choose, hurl",4,"ārta; orior; stir, stir up; urge on, incite",βασιλεύς χολόω νόσος στρατός κακός
ὀλέκω,0,1,20,"destroy, accept, away, lay",7,"ruin, destroy, kill; prey; perish, die",λαός Χρύσης ἀτιμάζω ἀρητήρ Ἀτρείδης
ἀτιμάζω,0,1,2,"dishonour, bend, alive, awe",7,"hold in no honour, esteem lightly; bring dishonour upon; speakest in dishonour of; suffer dishonour, insult",ὀλέκω λαός Χρύσης ἀρητήρ Ἀτρείδης
ἐυκνήμις,0,1,-1,,25,well-greaved; with goodly spokes,Ἀτρείδης Ἀχαιός θεός δίδωμι Ὀλύμπιος δῶμα ἔχω ἐκπέρθω Πρίαμος πόλις ἱκνέομαι
ἅζομαι,0,1,2,"dishonour, bend, alive, awe",8,"stand in awe of, esp. gods and oneʼs parents; respects; I fear; reverently, in holy fear",παῖς λύω φίλος ἄποινα δέχομαι Ζεύς υἱός ἑκηβόλος Ἀπόλλων
κάρηνον,0,1,-1,,10,head; peaks,βαίνω Ὄλυμπος χώομαι κῆρ τόξον ὦμος ἔχω ἀμφηρεφής φαρέτρα
ἀμφηρεφής,0,1,-1,,20,"covered on both sides, close-covered",βαίνω Ὄλυμπος κάρηνον χώομαι κῆρ τόξον ὦμος ἔχω φαρέτρα
κότος,0,1,26,"strength, death, strife, fear",10,"grudge, rancour, ill-will; vengeance",χόλος καταπέσσω ἔχω τελέω στῆθος
οἰωνοπόλος,0,1,14,"dreams, augur, strong, powerful busied",24,"one busied with the flight and cries of birds, an augur; augur",ἀνίστημι Κάλχας Θεστορίδης ἄριστος οἶδα ναῦς ἡγέομαι Ἀχαιός Ἴλιος μαντοσύνη πόρω Φοῖβος
δαμάζω,0,1,-1,,7,"overpower; tame, break in; work; clear",Ἀτρείδης παλιμπλάζομαι οἴομαι ἀπονοστέω θάνατος φεύγω πόλεμος λοιμός Ἀχαιός
λοιμός,0,1,26,"strength, death, strife, fear",9,"plague; plague, pest; pestilent",Ἀτρείδης παλιμπλάζομαι οἴομαι ἀπονοστέω θάνατος φεύγω πόλεμος δαμάζω Ἀχαιός
ὀνειροπόλος,0,1,14,"dreams, augur, strong, powerful busied",24,interpreter of dreams; belonging to dreams,μάντις εἴρω2 ἱερεύς ὄναρ Ζεύς εἶπον τόσος χώομαι Φοῖβος Ἀπόλλων εὐχωλή ἐπιμέμφομαι
ὄναρ,0,1,-1,,10,"dream, vision in sleep; dream; in a dream, in sleep; in a dream",μάντις εἴρω2 ἱερεύς ὀνειροπόλος Ζεύς εἶπον τόσος χώομαι Φοῖβος Ἀπόλλων εὐχωλή ἐπιμέμφομαι
ἀρνός,0,1,3,"bull, bird, night, chariot",12,,μάντις εἴρω2 ἱερεύς ὀνειροπόλος ὄναρ Ζεύς εἶπον τόσος χώομαι Φοῖβος Ἀπόλλων εὐχωλή
τέλειος,0,1,21,"mortal, earth, ones, perfect",14,"perfect; entire, without spot; blemish; perfect, of full tale",μάντις εἴρω2 ἱερεύς ὀνειροπόλος ὄναρ Ζεύς εἶπον τόσος χώομαι Φοῖβος Ἀπόλλων εὐχωλή
Θεστορίδης,0,1,36,"peleus, son, nether, world place",24,,ἀνίστημι Κάλχας οἰωνοπόλος ἄριστος οἶδα ναῦς ἡγέομαι Ἀχαιός Ἴλιος μαντοσύνη πόρω Φοῖβος
ἡγέομαι,0,1,30,"disperse, prepare, mischief, delight",1,"go before, lead the way; precede; to go before; might guide",ἀνίστημι Κάλχας Θεστορίδης οἰωνοπόλος ἄριστος οἶδα ναῦς Ἀχαιός Ἴλιος μαντοσύνη πόρω Φοῖβος
φαρέτρα,0,1,-1,,20,quiver; quiver-full of,βαίνω Ὄλυμπος κάρηνον χώομαι κῆρ τόξον ὦμος ἔχω ἀμφηρεφής
Ἴλιος,0,1,17,"troy, phthia, city, pear",14,"Ilios; Ilium, the city of Ilus, Troy; from Troy; before Troy",ἀνίστημι Κάλχας Θεστορίδης οἰωνοπόλος ἄριστος οἶδα ναῦς ἡγέομαι Ἀχαιός μαντοσύνη πόρω Φοῖβος
μαντοσύνη,0,1,-1,,25,the art of divination,ἀνίστημι Κάλχας Θεστορίδης οἰωνοπόλος ἄριστος οἶδα ναῦς ἡγέομαι Ἀχαιός Ἴλιος πόρω Φοῖβος
πόρω,0,1,-1,,4,,ἀνίστημι Κάλχας Θεστορίδης οἰωνοπόλος ἄριστος οἶδα ναῦς ἡγέομαι Ἀχαιός Ἴλιος μαντοσύνη Φοῖβος
ἑκατηβελέτης,0,1,38,"shooting, far, fingered large, feeding",20,six,Ἀχιλλεύς κέλομαι Ζεύς φίλος μυθέομαι μῆνις Ἀπόλλων ἄναξ
συντίθημι,0,1,-1,,8,place; put together; fold; together,
κρείσσων,0,1,23,"best, better, force, bad",21,"stronger, mightier; having the upper hand, superior; prevail; better",βασιλεύς χώομαι ἀνήρ χείρων
καταπέσσω,0,1,20,"destroy, accept, away, lay",7,"digest; digest, keep from rising; bear; meekly",χόλος ἔχω κότος τελέω στῆθος
θάνατος,0,1,26,"strength, death, strife, fear",12,death; the death threatened; to death; death-penalty,Ἀτρείδης παλιμπλάζομαι οἴομαι ἀπονοστέω φεύγω πόλεμος δαμάζω λοιμός Ἀχαιός
ἀπονοστέω,0,1,-1,,7,"return, come home; when he returns from",Ἀτρείδης παλιμπλάζομαι οἴομαι θάνατος φεύγω πόλεμος δαμάζω λοιμός Ἀχαιός
παλιμπλάζομαι,0,1,-1,,21,"foiled, driven back",Ἀτρείδης οἴομαι ἀπονοστέω θάνατος φεύγω πόλεμος δαμάζω λοιμός Ἀχαιός
μετάφημι,0,1,4,"speak, address, exchange, accost",3,speak among,ἀγείρω ὁμηγερής γίγνομαι ἀνίστημι πούς ὠκύς Ἀχιλλεύς
κλάζω,0,1,7,"fear, rejoice, tears, cower",6,"make a sharp piercing sound; scream; bark, bay; clash, rattle",ὀιστός ὦμος χώομαι κινέω
ὀιστός,0,1,-1,,12,"arrow; arrow-head, Sagitta sagittifolia; Sagitta",κλάζω ὦμος χώομαι κινέω
κινέω,0,1,2,"dishonour, bend, alive, awe",7,set in motion; move; rock; remove,κλάζω ὀιστός ὦμος χώομαι
νύξ,0,1,3,"bull, bird, night, chariot",9,night; mght-season; a night; by night,εἶμι εἴκω1
ἰός,0,1,27,"blood, heart, feeling, life",9,arrow,ἵημι
κλαγγή,0,1,-1,,10,any sharp sound; twang; scream; confused cries of a throng,δεινός γίγνομαι ἀργύρεος βιός
βιός,0,1,19,"thigh, knee, nail, sheath",18,bow; jiyā´; gijà,δεινός κλαγγή γίγνομαι ἀργύρεος
ὀρεύς,0,1,3,"bull, bird, night, chariot",12,mule,πρῶτος ἐποίχομαι κύων ἀργός
ἀργός,0,1,-1,,21,"shining, glistening; swift-footed; white; Swift-foot",ὀρεύς πρῶτος ἐποίχομαι κύων
ἐχεπευκής,0,1,-1,,20,"pungo) sharp, piercing; bitter",βέλος ἐφίημι βάλλω
πυρή,0,1,-1,,10,,νέκυς καίω θαμέες
νέκυς,0,1,-1,,10,corpse; dead person; spirits of the dead; dead,πυρή καίω θαμέες
θαμέες,0,1,-1,,21,"crowded, close-set; frequent",πυρή νέκυς καίω
δέκατος,0,1,-1,,15,"tenth; tenth part, tithe; of the tenth; the tenth day",ἀγορά καλέω λαός Ἀχιλλεύς
ὁμηγερής,0,1,-1,,21,assembled; all assembled,ἀγείρω γίγνομαι ἀνίστημι μετάφημι πούς ὠκύς Ἀχιλλεύς
πολυάιξ,0,1,-1,,25,,πλείων πόλεμος χείρ διέπω
διέπω,0,1,30,"disperse, prepare, mischief, delight",1,"manage, conduct; drove; away; traverse",πλείων πολυάιξ πόλεμος χείρ
δασμός,0,1,-1,,10,division of spoil; tribute; tribute paid,ἱκνέομαι γέρας πολύς μέγας
βροτός,0,1,21,"mortal, earth, ones, perfect",25,mortal man; dead; mṛtás; morior,ἐπιχθόνιος μάχομαι
Θησεύς,0,1,37,"god, deity disguised, equal, hostile deity",18,Theseus,εἶδον τοῖος ἀνήρ οἷος Πειρίθοος Δρύας ποιμήν λαός Καινεύς Ἐξάδιος ἀντίθεος Πολύφημος
Αἰγείδης,0,1,37,"god, deity disguised, equal, hostile deity",18,,εἶδον τοῖος ἀνήρ οἷος Πειρίθοος Δρύας ποιμήν λαός Καινεύς Ἐξάδιος ἀντίθεος Πολύφημος
ἐπιείκελος,0,1,9,"greedy, silver bow, terribly, ruthless",20,like,εἶδον τοῖος ἀνήρ οἷος Πειρίθοος Δρύας ποιμήν λαός Καινεύς Ἐξάδιος ἀντίθεος Πολύφημος
φήρ,0,1,3,"bull, bird, night, chariot",12,the Centaurs; Satyrs,κράτιστος μάχομαι ὀρεσκῷος
ὀρεσκῷος,0,1,3,"bull, bird, night, chariot",12,"lying on mountains, mountain-bred, wild",κράτιστος μάχομαι φήρ
μεθομιλέω,0,1,34,"speak, attempt, ask, make",8,hold converse with,Πύλος ἔρχομαι ἄπιος γαῖα
ἄπιος,0,1,17,"troy, phthia, city, pear",21,"pear-tree, Pyrus communis; pear; Euphorbia Apios, tuberous spurge",μεθομιλέω Πύλος ἔρχομαι γαῖα
ἐάω,0,1,-1,,8,"suffer, permit; leave; alone; should be given up",πρῶτος δίδωμι γέρας υἱός Ἀχαιός
ὄνειδος,0,1,-1,,11,"reproach, rebuke, censure, blame; in disgrace; reproach; with censures",αἰχμητής τίθημι θεός προτίθημι μυθέομαι
ὁμοῖος,0,1,24,"arm, fight, anger, judgement",21,,βασιλεύς Πηλείδης ἐθέλω ἐρίζω μείρομαι τιμή σκηπτοῦχος Ζεύς κῦδος δίδωμι
μείρομαι,0,1,-1,,4,receive as oneʼs portion; oneʼs due; take; as thy due,βασιλεύς Πηλείδης ἐθέλω ἐρίζω ὁμοῖος τιμή σκηπτοῦχος Ζεύς κῦδος δίδωμι
σκηπτοῦχος,0,1,16,"son, lord, man, old",24,"bearing a staff, baton; sceptre; sceptred; wand-bearer",βασιλεύς Πηλείδης ἐθέλω ἐρίζω ὁμοῖος μείρομαι τιμή Ζεύς κῦδος δίδωμι
γείνομαι,0,1,28,"cut, leave, draw, stream",23,to be born; at oneʼs birth; beget; bring forth,καρτερός θεά μήτηρ φέρτατος πλείων ἀνάσσω
μεθίημι,0,1,20,"destroy, accept, away, lay",8,"set loose, let go; release; let; depart",λίσσομαι Ἀχιλλεύς χόλος μέγας πᾶς ἕρκος Ἀχαιός πέλω πόλεμος κακός
ἕρκος,0,1,26,"strength, death, strife, fear",9,"fence, enclosure; the place enclosed, court-yard; enclosure; wall for defence",λίσσομαι Ἀχιλλεύς μεθίημι χόλος μέγας πᾶς Ἀχαιός πέλω πόλεμος κακός
μοῖρα,0,1,-1,,9,part; portion; division; party,πᾶς γέρων εἶπον
Πολύφημος,0,1,37,"god, deity disguised, equal, hostile deity",18,,εἶδον τοῖος ἀνήρ οἷος Πειρίθοος Δρύας ποιμήν λαός Καινεύς Ἐξάδιος ἀντίθεος Θησεύς
ἀντίθεος,0,1,37,"god, deity disguised, equal, hostile deity",18,"equal to the gods, godlike; contrary to God; hostile deity; disguised as a god",εἶδον τοῖος ἀνήρ οἷος Πειρίθοος Δρύας ποιμήν λαός Καινεύς Ἐξάδιος Πολύφημος Θησεύς
Ἐξάδιος,0,1,37,"god, deity disguised, equal, hostile deity",18,,εἶδον τοῖος ἀνήρ οἷος Πειρίθοος Δρύας ποιμήν λαός Καινεύς ἀντίθεος Πολύφημος Θησεύς
Καινεύς,0,1,37,"god, deity disguised, equal, hostile deity",18,,εἶδον τοῖος ἀνήρ οἷος Πειρίθοος Δρύας ποιμήν λαός Ἐξάδιος ἀντίθεος Πολύφημος Θησεύς
μέροψ,0,1,21,"mortal, earth, ones, perfect",25,"dividing the voice; articulate; bee-eater, Merops apiaster",γενεά ἄνθρωπος φθίω τρέφω γίγνομαι Πύλος ἠγάθεος
φθίω,0,1,30,"disperse, prepare, mischief, delight",1,"kṣiṇā´ti, kṣiṇóti; Kṣīyante; ákṣitas; kṣeṣya",γενεά μέροψ ἄνθρωπος τρέφω γίγνομαι Πύλος ἠγάθεος
ἠγάθεος,0,1,-1,,20,most holy,γενεά μέροψ ἄνθρωπος φθίω τρέφω γίγνομαι Πύλος
τρίτατος,0,1,-1,,25,in the third place,ἀνάσσω
Ἀχαιΐς,0,1,17,"troy, phthia, city, pear",14,the Achaian land; Achaian woman,μέγας πένθος γαῖα ἱκάνω
πυνθάνομαι,0,1,11,"know, perceive, better, des",8,learn; by hearsay; by inquiry; from,Πρίαμος γηθέω παῖς Τρώς μέγας χαίρω θυμός πᾶς μάρναμαι βουλή Δαναοί μάχομαι
μάρναμαι,0,1,24,"arm, fight, anger, judgement",6,"fight, do battle; with, against; together with; on his side",Πρίαμος γηθέω παῖς Τρώς μέγας χαίρω θυμός πᾶς πυνθάνομαι βουλή Δαναοί μάχομαι
ἀρείων,0,1,23,"best, better, force, bad",21,"better, stouter, braver; snail; slug",ἀνήρ ὁμιλέω
ὁμιλέω,0,1,34,"speak, attempt, ask, make",8,"to be in company with, consort with; consortest; joining in company; throng",ἀρείων ἀνήρ
ἀθερίζω,0,1,20,"destroy, accept, away, lay",4,make light of,
τοῖος,0,1,-1,,21,"such, such-like; such as; fit; able",εἶδον ἀνήρ οἷος Πειρίθοος Δρύας ποιμήν λαός Καινεύς Ἐξάδιος ἀντίθεος Πολύφημος Θησεύς
οἷος,0,1,11,"know, perceive, better, des",21,"such as, of what sort; what a man; what; like as",εἶδον τοῖος ἀνήρ Πειρίθοος Δρύας ποιμήν λαός Καινεύς Ἐξάδιος ἀντίθεος Πολύφημος Θησεύς
Πειρίθοος,0,1,37,"god, deity disguised, equal, hostile deity",18,,εἶδον τοῖος ἀνήρ οἷος Δρύας ποιμήν λαός Καινεύς Ἐξάδιος ἀντίθεος Πολύφημος Θησεύς
Δρύας,0,1,37,"god, deity disguised, equal, hostile deity",18,,εἶδον τοῖος ἀνήρ οἷος Πειρίθοος ποιμήν λαός Καινεύς Ἐξάδιος ἀντίθεος Πολύφημος Θησεύς
ποιμήν,0,1,16,"son, lord, man, old",19,"herdsman; shepherd; captain, chief; master, lord",εἶδον τοῖος ἀνήρ οἷος Πειρίθοος Δρύας λαός Καινεύς Ἐξάδιος ἀντίθεος Πολύφημος Θησεύς
προτίθημι,0,1,10,"send, set, lead, having",8,"set before, set out; set before oneself, have set before one; cause; to be set before",αἰχμητής τίθημι θεός ὄνειδος μυθέομαι
δειλός,0,1,15,"youth, safe, small, honour",24,"cowardly; vile, worthless; lowborn, mean; afraid of",οὐτιδανός καλέω πᾶς ἔργον ὑπείκω εἶπον
αὐδή,0,1,-1,,10,"human voice, speech; sound; twang; report, account",Νέστωρ ἡδυεπής ἀνορούω λιγύς Πύλιος ἀγορητής γλῶσσα μέλι γλυκύς ῥέω
προσφωνέω,0,1,4,"speak, address, exchange, accost",3,"call; speak to, address; address; call by name",
πένομαι,0,1,28,"cut, leave, draw, stream",4,"toil, work; were busy; to have to work for oneʼs living; to be poor",στρατός
ἐπαπειλέω,0,1,4,"speak, address, exchange, accost",8,hold out as a threat to; threaten; threatened,Ἀγαμέμνων λήγω ἔρις πρῶτος Ἀχιλλεύς
Ταλθύβιος,0,1,37,"god, deity disguised, equal, hostile deity",18,,Εὐρυβάτης προσεῖπον κῆρυξ ὀτρηρός θεράπων
Εὐρυβάτης,0,1,37,"god, deity disguised, equal, hostile deity",18,,Ταλθύβιος προσεῖπον κῆρυξ ὀτρηρός θεράπων
ὀτρηρός,0,1,6,"ward, divide, resolve, apart separate",5,"quick, nimble, busy, ready; sharp, cutting",Ταλθύβιος Εὐρυβάτης προσεῖπον κῆρυξ θεράπων
θεράπων,0,1,6,"ward, divide, resolve, apart separate",5,,Ταλθύβιος Εὐρυβάτης προσεῖπον κῆρυξ ὀτρηρός
ταρβέω,0,1,7,"fear, rejoice, tears, cower",5,"to be frightened, alarmed; feels fear; a state of fear; from fear",αἰδέομαι βασιλεύς ἵστημι
ἄγγελος,0,1,-1,,21,"messenger, envoy; one that announces; tells; angel",χαίρω κῆρυξ Ζεύς ἀνήρ
ὑπείκω,0,1,34,"speak, attempt, ask, make",8,"retire, withdraw, depart; from; retire from; for",δειλός οὐτιδανός καλέω πᾶς ἔργον εἶπον
ἐπαίτιος,0,1,31,"tolerable, worth, fulfil, accused",21,"blamed for; blameable, blameworthy; for; accused of",Ἀγαμέμνων προίημι Βρισηίς κόρη
ἐξάγω,0,1,10,"send, set, lead, having",8,"lead out, lead away; having brought; out from; bring out of",διογενής Πάτροκλος κόρη
μάρτυρος,0,1,31,"tolerable, worth, fulfil, accused",21,,θεός μάκαρ θνητός ἄνθρωπος βασιλεύς ἀπηνής χρεώ γίγνομαι ἀεικής λοιγός ἀμύνω
