lemma,freq,hdbscan,ward_40,ward_80,ward_150,x,y
ἐντός,21,92,21,1,52,1.9132302,7.0530925
ἐντύνω,10,145,14,16,18,1.2478373,12.721431
ἐνόρνυμι,5,164,10,0,16,0.92391914,13.224079
ἐξάγω,15,224,7,47,50,0.20247558,13.581236
ἐξάρχω,10,224,23,13,56,0.23402072,13.44031
ἐξέρομαι,12,234,9,22,26,0.14089793,11.178274
ἐξέρχομαι,15,221,7,47,36,0.08852632,13.910322
ἐξαιρέω,25,224,7,76,53,0.33374578,13.26961
ἐξαλαπάζω,12,202,7,76,53,0.6956139,12.917485
ἐξαπίνης,11,58,21,1,52,2.4035182,7.330325
ἐξαῦτις,14,-1,21,1,52,2.6121328,6.7148814
ἐξελαύνω,17,223,7,76,53,0.4280375,13.443523
ἐξεναρίζω,35,-1,14,29,135,0.869604,13.150223
ἐξερέω,14,234,9,22,26,0.1915331,11.213263
ἐξερεείνω,10,234,9,22,26,0.21334417,11.200539
ἐξερύω,12,223,7,76,53,0.6243156,13.415784
ἐξικνέομαι,6,226,7,47,50,-0.15193777,14.11738
ἐξοπίσω,9,89,21,1,52,1.9697297,6.769059
ἐπάρχω,7,-1,13,48,12,0.07055944,11.838607
ἐπέοικε,12,-1,4,43,43,0.4379072,13.335509
ἐπέρχομαι,53,225,18,18,104,0.08220426,13.985269
ἐπέχω,14,-1,7,6,83,0.4495582,13.580538
ἐπήν,39,125,31,34,113,3.2758405,6.2154026
ἐπήρατος,7,66,0,19,54,1.8594164,8.719788
ἐπίκλησις,6,-1,33,33,123,3.3041904,7.458123
ἐπίκουρος,33,50,23,62,30,4.5880694,9.261058
ἐπίσκοπος,5,-1,2,2,40,1.613529,10.110847
ἐπίσταμαι,26,214,9,9,99,0.8110485,11.2262125
ἐπίσωτρον,6,0,11,23,44,2.1002572,7.9738584
ἐπαίσσω,28,186,14,29,28,1.804559,13.817945
ἐπαινέω,15,-1,28,59,120,0.9075908,11.781984
ἐπαινός,6,65,15,78,38,3.5366063,9.214947
ἐπακούω,11,222,10,0,62,0.67251587,11.246657
ἐπαμύνω,11,-1,28,59,120,0.9119497,11.590407
ἐπασσύτερος,7,-1,21,1,52,2.277719,7.884254
ἐπαυρέω,11,180,34,3,137,0.39354357,12.565231
ἐπείγω,38,61,13,48,6,0.44440404,12.451056
ἐπελαύνω,9,-1,14,29,33,0.59173447,13.541131
ἐπεύχομαι,29,-1,13,48,12,0.06226858,11.75331
ἐπηετανός,8,65,0,50,1,3.1990867,9.303943
ἐπιάχω,5,164,18,18,104,1.046048,13.620868
ἐπιέννυμι,9,-1,35,35,0,1.0258323,12.452516
ἐπιβαίνω,57,221,7,47,36,0.07780813,13.942834
ἐπιβουκόλος,6,-1,6,46,10,4.965895,9.628075
ἐπιγνάμπτω,6,85,14,29,68,1.542015,13.933591
ἐπιγράφω,5,198,7,47,35,1.4854878,14.179403
ἐπιδίδωμι,5,179,3,42,42,0.20552893,12.999727
ἐπιδευής,9,229,34,3,137,0.3699088,12.1943245
ἐπιδινέω,6,121,28,60,24,1.264075,12.968068
ἐπιείκελος,12,68,8,74,149,0.8058125,10.597683
ἐπιεικής,10,206,4,43,43,-0.10946113,11.236032
ἐπικεύθω,12,222,10,0,62,0.5385262,11.420999
ἐπικλώθω,6,237,4,27,108,-0.0314026,11.782793
ἐπικραίνω,6,-1,37,37,136,0.8194789,12.226674
ἐπικρατέω,7,-1,23,13,56,2.3843696,12.002965
ἐπιλήθω,5,229,34,3,137,0.28599572,12.129982
ἐπιμέμφομαι,5,231,13,11,19,0.3767437,11.745859
ἐπιμένω,6,-1,17,75,75,0.065658055,13.222347
ἐπιμίξ,5,225,18,18,104,0.26067656,13.927437
ἐπιμαίομαι,14,-1,34,3,137,0.13604647,12.294514
ἐπιπείθομαι,19,-1,4,27,21,0.09621598,11.701946
ἐπιπλέω,9,208,7,47,50,0.03504073,13.798299
ἐπιπροίημι,6,161,7,47,36,-0.11148359,13.555255
ἐπιπωλέομαι,5,180,34,3,86,-0.016857093,12.472145
ἐπισεύω,37,-1,7,76,53,0.8274734,13.7409935
ἐπιστέφω,5,213,14,29,28,1.6831267,13.587786
ἐπισταμένως,14,107,0,58,13,2.4486082,8.071622
ἐπισφύρια,5,148,1,41,64,5.062219,11.663333
ἐπιτάρροθος,8,1,26,28,11,1.2490187,9.944695
ἐπιτέλλω,54,-1,4,43,43,-0.037105095,11.598712
ἐπιτίθημι,31,175,14,29,28,0.7242209,13.506285
ἐπιτρέπω,16,142,38,38,74,-0.20226789,13.009424
ἐπιτρέχω,12,208,18,18,104,0.3970127,13.798873
ἐπιφράζω,9,-1,4,27,108,0.094745226,11.775496
ἐπιχέω,11,209,14,16,18,1.5301414,13.304116
ἐπιχθόνιος,12,32,15,20,114,5.249121,8.297582
ἐποίχομαι,39,61,13,48,6,0.4505857,12.383691
ἐπορούω,24,164,18,18,104,0.9558422,13.466246
ἐποτρύνω,46,145,28,59,120,0.9970262,12.553385
ἐπόρνυμι,10,164,20,54,87,0.95916307,13.180673
ἐρέπτομαι,5,61,13,48,6,0.8113161,12.37628
ἐρέσσω,5,-1,9,22,125,1.3916931,11.052931
ἐρέτης,7,78,22,36,8,4.6886997,9.81778
ἐρίγδουπος,11,-1,29,14,9,1.9462295,9.583996
ἐρίδουπος,10,-1,29,14,9,1.8524451,9.789819
ἐρίζω,24,-1,19,4,78,1.3678819,10.626876
ἐρίηρος,21,-1,23,13,84,3.768542,11.264582
ἐρατεινός,22,65,0,50,1,3.224345,9.266152
ἐργάζομαι,9,169,10,0,16,1.7578596,10.465618
ἐρείδω,33,186,14,29,28,1.534575,13.297936
ἐρείπω,36,-1,38,38,74,1.5831769,12.093166
ἐρεβεννός,8,65,13,48,6,3.1202278,9.365674
ἐρεείνω,18,234,9,22,26,0.17776746,11.120339
ἐρεθίζω,8,-1,14,29,135,1.049577,12.897352
ἐρεμνός,5,65,13,48,6,3.173628,9.227424
ἐρετμόν,27,103,29,14,9,2.9320261,10.636334
ἐρεύγομαι,8,61,13,48,6,0.8412077,12.455151
ἐρητύω,21,145,14,16,18,1.100486,12.700839
ἐριαύχην,5,127,23,62,30,5.2886276,11.646563
ἐριβῶλαξ,20,-1,29,14,31,1.9045415,9.48653
ἐριδαίνω,6,-1,19,4,78,1.4145919,10.533478
ἐρικυδής,10,73,0,19,55,2.318633,8.791617
ἐρινεός,6,188,12,5,22,5.5558105,11.308459
ἐριούνιος,5,28,2,2,69,5.5631385,8.387003
ἐρυθρός,9,137,0,50,1,3.3385162,9.217503
ἐρωέω,11,-1,28,60,24,1.1259087,11.606022
ἐρωή,11,103,10,0,148,2.7664418,10.791277
ἐρύκω,56,-1,7,6,109,0.648797,13.115001
ἐρύω,146,152,7,76,53,0.9719537,13.226532
ἐρῶ,91,234,9,22,26,0.2095957,11.203589
ἐσθής,15,159,1,41,64,4.476851,12.293243
ἐσθίω,15,82,6,45,45,2.9521484,12.90948
ἐσθλός,148,-1,0,50,1,3.77721,8.677943
ἐσσύμενος,16,-1,0,58,13,2.3694575,7.966553
ἐσχάρα,11,167,11,23,126,4.517388,10.870197
ἐσχατιά,14,167,11,23,102,4.528684,10.711303
ἐτήτυμος,12,35,2,2,25,3.7246258,8.159652
ἐτεός,18,58,0,50,2,2.805113,7.600847
ἐτώσιος,9,35,2,2,25,3.9031396,8.179154
ἐυ,6,104,29,14,9,2.3938396,9.4901285
ἐυκνήμις,29,104,29,14,9,2.3867893,9.505986
ἐυκτίμενος,31,88,29,14,31,2.1451561,9.34482
ἐυμμελίης,6,104,29,14,9,2.284869,9.445261
ἐυρρεής,5,122,29,14,31,2.2672575,9.136525
ἐυστρεφής,7,122,29,14,124,2.2151077,9.104568
ἐφάλλομαι,12,-1,35,35,0,0.6470136,14.081
ἐφάπτω,8,134,10,0,16,1.4085678,10.866672
ἐφέζομαι,7,155,14,12,95,0.87835246,14.300127
ἐφέπω,46,134,10,0,16,1.2882526,10.965658
ἐφίζω,7,155,14,12,95,0.87749815,14.25693
ἐφίημι,32,-1,10,0,16,0.3403701,13.005715
ἐφίστημι,20,204,14,12,95,0.5092891,14.202047
ἐφανδάνω,9,145,18,18,23,0.81598943,12.377622
ἐφετμή,10,103,10,0,148,2.7262537,10.941057
ἐφευρίσκω,9,177,9,9,58,0.40586033,13.719054
ἐφοπλίζω,9,-1,14,29,135,1.095999,13.289279
ἐφοράω,12,214,9,9,58,0.79479146,11.4291115
ἐφορμάω,15,164,28,60,24,0.8206529,13.274581
ἐφύπερθε,9,141,21,1,52,1.8826886,6.6737027
ἐχέφρων,6,-1,36,17,138,3.8980043,9.061297
ἐχθαίρω,10,-1,20,30,130,1.6873744,12.443845
ἐχθρός,7,110,31,34,113,3.5460908,6.548812
ἐύς,34,-1,39,39,80,2.1835146,9.112949
ἐύτμητος,5,122,29,14,124,2.2209156,9.184985
ἑανός,9,155,14,12,95,1.1301439,14.140852
ἑδριάω,6,155,14,16,59,0.9838501,14.2591
ἑκάς,20,-1,28,60,110,1.7321851,6.9479175
ἑκάτερθε,17,141,21,1,52,1.9205258,6.6879396
ἑκατηβόλος,6,6,3,21,119,2.2419074,9.75797
ἑκατόμβη,35,6,3,21,119,2.166408,9.866171
ἑκατόν,9,117,31,79,79,2.6318953,5.5832396
ἑκηβόλος,9,6,3,21,119,2.289361,9.71097
ἑκών,16,-1,2,68,127,2.880867,7.3645625
ἑλίσσω,17,155,13,48,6,0.9752055,14.163954
ἑλκέω,6,223,7,76,53,0.60486686,13.393346
ἑνδέκατος,6,2,31,79,79,2.566704,6.151222
ἑξῆς,25,-1,21,1,52,2.7308462,6.504551
ἑπτά,18,-1,31,34,113,2.7366521,5.77798
ἑπταβόειος,5,-1,10,7,77,1.7015841,9.360627
ἑσπέριος,9,58,21,1,52,2.5862372,7.32213
ἑτέρωθεν,32,-1,21,1,52,2.0177228,6.6194506
ἑτέρωσε,11,-1,21,1,52,1.994784,6.6387076
ἑταῖρος,397,-1,23,62,30,4.9477286,8.836569
ἑτεραλκής,6,73,19,4,78,2.311368,8.775293
ἑτοῖμος,18,-1,26,28,29,3.6025484,10.702588
ἑός,296,31,15,20,122,4.7023377,7.9546056
ἔγκατα,6,112,1,41,66,4.56158,12.5277195
ἔγχος,239,158,1,8,96,4.6204896,11.877986
ἔδω,57,67,10,0,39,1.1589303,10.955395
ἔθειρα,5,149,14,29,28,4.48605,11.479703
ἔθνος,29,170,23,13,56,4.883429,10.890366
ἔθω,9,-1,4,43,43,1.0458541,11.2372
ἔισος,24,67,10,0,39,1.0761242,10.814522
ἔκπαγλος,25,16,2,44,134,2.4423947,8.085074
ἔκτοσθε,9,141,21,1,52,1.9350303,6.7228956
ἔλαιον,23,120,6,45,45,3.5847468,12.907927
ἔλαφος,16,56,6,46,10,5.5897436,10.218108
ἔλδομαι,17,-1,10,0,39,0.21050528,11.950921
ἔλδωρ,8,67,10,0,39,1.127345,10.959623
ἔλεγχος,5,-1,2,2,40,4.477492,12.472014
ἔλπω,60,206,10,0,39,-0.32584953,11.577811
ἔμπας,35,84,21,77,3,2.7392502,7.0499725
ἔμπεδος,51,-1,0,19,54,2.0725038,8.012316
ἔμπλεος,6,203,1,8,98,0.7516943,12.84427
ἔναρα,12,118,1,41,66,4.037457,12.459418
ἔνδοθεν,6,91,21,1,52,1.9507978,7.0683746
ἔνδοθι,13,-1,21,1,52,1.997759,6.8371024
ἔνδον,42,92,21,1,52,1.8912219,7.068159
ἔνειμι,11,174,18,18,23,0.5744413,13.303104
ἔνερθε,11,141,21,1,52,1.8702712,6.670819
ἔνθεν,38,-1,31,34,113,3.129299,6.3410487
ἔντεα,32,112,1,41,64,4.467673,12.545669
ἔντερον,6,112,1,41,66,4.3973694,12.615757
ἔντοσθε,18,-1,21,1,52,1.8424755,6.7004204
ἔντοσθεν,6,-1,21,1,52,1.8754717,6.721865
ἔξειμι2,5,-1,4,27,21,1.9240876,6.863554
ἔξοχος,33,94,2,44,134,3.3852355,7.6808763
ἔξω,9,92,21,1,52,1.846142,6.97557
ἔοικα,120,68,8,74,149,0.9705882,10.580006
ἔπαλξις,10,166,11,52,144,4.6066594,11.048022
ἔπειμι,7,174,18,18,23,0.5454672,13.436796
ἔπειμι2,16,225,18,18,104,0.05118662,14.0213785
ἔπειτα,479,-1,21,77,3,2.9855487,6.766684
ἔπος,414,218,9,22,26,0.1592824,10.688714
ἔραζε,9,67,10,0,39,1.1655263,10.883434
ἔραμαι,7,229,34,3,137,0.34190384,12.263131
ἔργνυμι,9,-1,7,47,50,0.518712,14.158233
ἔργον,210,-1,9,9,99,1.9665949,10.859879
ἔργω,22,67,10,0,39,1.1282471,10.9664
ἔρδω,48,-1,9,22,125,1.3477228,11.0743475
ἔριον,5,118,1,41,66,3.9708986,12.504927
ἔρις,52,-1,19,4,78,3.428662,11.378119
ἔριφος,6,56,6,46,10,5.5715528,10.19637
ἔρνος,5,-1,6,46,146,5.415703,10.452042
ἔρομαι,40,234,9,22,26,0.15238647,11.129659
ἔρος,26,67,10,0,39,1.1681306,10.990242
ἔρρω,13,70,31,34,131,4.0316505,6.8070188
ἔρσα,5,67,10,0,39,1.0977901,10.907945
ἔρχομαι,715,226,7,47,50,-0.053433105,14.067081
ἔσθω,15,82,6,45,45,2.9300647,12.926616
ἔσχατος,6,-1,2,2,40,3.3787873,7.9391704
ἔσω,6,92,21,1,52,1.8018698,7.022047
ἔτης,9,-1,10,0,115,4.86783,8.936445
ἔτος,22,19,31,79,79,3.609063,10.316891
ἔτυμος,6,35,2,2,25,3.7317557,8.110705
ἔχθω,5,231,4,27,21,0.40910104,11.71183
ἔχω,718,-1,3,42,42,0.5289019,13.224683
ἕδνον,12,67,10,0,39,1.1723475,10.936198
ἕδος,14,170,14,12,95,4.812912,11.088601
ἕδρα,12,-1,14,12,95,4.647876,11.017701
ἕζομαι,93,155,14,12,95,0.93681914,14.304191
ἕκαστος,220,168,10,0,16,1.7698548,10.36392
ἕκηλος,16,84,21,77,3,2.6195502,7.07724
ἕκτωρ,8,24,5,15,76,3.386906,6.4329004
ἕλιξ,14,30,6,46,10,4.338136,10.220215
ἕλκος,22,126,1,41,66,4.259433,12.246587
ἕλκω,65,223,7,76,53,0.65489113,13.563545
ἕλωρ,8,105,26,28,29,3.5378,11.493323
ἕνδεκα,5,117,31,79,79,2.6178238,5.6134353
ἕννυμι,60,155,14,29,28,1.0772507,14.055158
ἕξ,16,116,31,79,79,2.6281333,5.6102676
ἕπομαι,183,-1,10,0,16,1.7179971,10.389832
ἕπω,6,155,14,12,95,1.1166315,14.120723
ἕρκος,31,-1,26,28,11,4.2486653,12.179155
ἕρμα,5,129,26,28,11,4.2131267,12.352988
ἕσπερος,7,18,32,65,65,3.758357,10.411172
ἕωθεν,7,101,21,1,52,2.7901618,6.514793
Ἐννοσίγαιος,23,43,10,0,16,1.7904909,9.808827
Ἐνοσίχθων,40,43,10,0,16,1.703624,9.872402
